InvoiceDetails_ID,UploadedDate,FileID,Batch_Seq,OrganisationLevelId,UserId,IsDuplicate,DupStatus_Update,DupStatus_Remarks,ActionTaken,RootCause,ExcelRowNo,fldInvoiceNo,fldInvoiceDate,fldInvoiceAmount,fldPO_VocherNo,fldVendorNo,fldDueDate,fldPaymentDate,fldDocumentNo,fldUnit,fldAuthorizedBy,fldVendorName,fldRemittance,fldCloseStatus,fldImageFileNo,fldChequeNo,fldTransactions,fldBatchNo,fldGoodsAmountBase,fldVATTotalBase,fldTransTotalBase,fldOutstandingBase,DupRules,CreatedOn,ModifiedOn,IsCompleted,IsYank,YankUser,ManuallyMovedToHist,WithinFileDuplicate,InvoiceDetails_Temp_ID,AuditedBy,AuditedOn
16673752,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,602,71780,11/25/2023,5620.8,4203420938,702004,NULL,7/18/2024,5109268746,P1A-9224,VH,TSS TOTAL SECURITY SERVICES LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704751,NULL,NULL
16673753,00:00.0,11741,10081,2,42,Y,N,,NULL,NULL,603,1106461,4/30/2024,206957.81,4203609703,705770,NULL,7/18/2024,5109268749,P1A-9224,VH,XPO TRANSPORT SOLUTIONS UK LIM,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,1,0,42,NULL,NULL,22704752,42,23:57.6
16673754,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,604,126457,6/10/2024,5460,4203602755,705692,NULL,7/18/2024,5109268750,P1A-9224,VH,NCC GROUP SECURITY SERVICES LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704753,NULL,NULL
16673755,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,605,M91498,7/16/2024,35142.11,4203561725,704145,NULL,7/18/2024,5109268752,P1A-9224,VH,ESSENCEMEDICOM HOLDINGS LIMITE,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704754,NULL,NULL
16673756,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,606,INOMUK0010092,7/5/2024,234,4203609255,705449,NULL,7/18/2024,5109268755,P1A-9224,VH,OLIVER MARKETING LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,Y,22704755,NULL,NULL
16673757,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,607,95005798,12/30/2023,777.6,4203453288,702004,NULL,7/18/2024,5109268758,P1A-9224,VH,TSS TOTAL SECURITY SERVICES LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704756,NULL,NULL
16673758,00:00.0,11741,10081,2,42,Y,N,,NULL,NULL,608,1106466,4/30/2024,19955.95,4203609703,705770,NULL,7/18/2024,5109268759,P1A-9224,VH,XPO TRANSPORT SOLUTIONS UK LIM,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,1,0,42,NULL,NULL,22704757,42,23:57.6
16673759,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,609,276966,7/17/2024,27743.1,4100099199,700323,NULL,7/18/2024,5109268761,P1A-9224,VH,RETAIL MERCHANDISING SERVICES,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704758,NULL,NULL
16673760,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,610,6716005082,2/29/2024,2291.76,4203407353,705236,NULL,7/18/2024,5109268767,P1A-9224,VH,KYNDRYL UK LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704759,NULL,NULL
16673761,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,611,276967,7/17/2024,35867.7,4100100932,700323,NULL,7/18/2024,5109268772,P1A-9224,VH,RETAIL MERCHANDISING SERVICES,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704760,NULL,NULL
16673762,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,612,93736,5/27/2024,13.55,4100101489,700031,NULL,7/18/2024,5109268773,P1A-9224,VH,SIGMA RETAIL SOLUTIONS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704761,NULL,NULL
16673763,00:00.0,11741,10081,2,42,Y,N,,NULL,NULL,613,1106467,4/30/2024,10260.31,4203609703,705770,NULL,7/18/2024,5109268774,P1A-9224,VH,XPO TRANSPORT SOLUTIONS UK LIM,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,1,0,42,NULL,NULL,22704762,42,23:57.6
16673764,00:00.0,11741,10081,2,42,Y,N,,NULL,NULL,614,1106461,4/30/2024,206957.81,4203609703,705770,NULL,7/18/2024,5109268775,P1A-9224,VH,XPO TRANSPORT SOLUTIONS UK LIM,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,1,0,42,NULL,Y,22704763,42,23:57.6
16673765,00:00.0,11741,10081,2,42,Y,N,,NULL,NULL,615,1106466,4/30/2024,19955.95,4203609703,705770,NULL,7/18/2024,5109268776,P1A-9224,VH,XPO TRANSPORT SOLUTIONS UK LIM,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,1,0,42,NULL,Y,22704764,42,23:57.6
16673766,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,616,93737,5/27/2024,248.33,4100101493,700031,NULL,7/18/2024,5109268780,P1A-9224,VH,SIGMA RETAIL SOLUTIONS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704765,NULL,NULL
16673767,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,617,5112107,2/28/2024,660.65,4203412800,700087,NULL,7/18/2024,5109268781,P1A-9224,VH,NCR LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704766,NULL,NULL
16673768,00:00.0,11741,10081,2,42,Y,N,,NULL,NULL,618,1106467,4/30/2024,10260.31,4203609703,705770,NULL,7/18/2024,5109268782,P1A-9224,VH,XPO TRANSPORT SOLUTIONS UK LIM,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,1,0,42,NULL,Y,22704767,42,23:57.6
16673769,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,619,93744,5/27/2024,1482.08,4100101500,700031,NULL,7/18/2024,5109268784,P1A-9224,VH,SIGMA RETAIL SOLUTIONS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704768,NULL,NULL
16673770,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,620,EIN055953LEADGB,7/9/2024,160.91,4203610878,704617,NULL,7/18/2024,5109268787,P1A-9224,VH,PARAGON CUSTOMER COMMUNICATION,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704769,NULL,NULL
16673771,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,621,3000159082,7/17/2024,3026.51,4100090042,701945,NULL,7/18/2024,5109268788,P1A-9224,VH,VEOLIA ENVIRONMENTAL SERVICES,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704770,NULL,NULL
16673772,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,622,INV20678,7/18/2024,516,4100101627,704888,NULL,7/18/2024,5109268789,P1A-9224,VH,MITTEN ASBESTOS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704771,NULL,NULL
16673773,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,623,JRUK03940,5/31/2024,10371,4203618758,704082,NULL,7/18/2024,5109268790,P1A-9224,VH,JENSONRPLUS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704772,NULL,NULL
16673774,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,624,5112106,2/28/2024,2903.08,4203412800,700087,NULL,7/18/2024,5109268791,P1A-9224,VH,NCR LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704773,NULL,NULL
16673775,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,625,6716005079,2/29/2024,1050.34,4203336420,705236,NULL,7/18/2024,5109268793,P1A-9224,VH,KYNDRYL UK LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704774,NULL,NULL
16673776,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,626,29615,7/17/2024,1375.15,4100101193,704867,NULL,7/18/2024,5109268794,P1A-9224,VH,PIXEL INSPIRATION HOLDINGS LIM,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704775,NULL,NULL
16673777,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,627,93740,5/27/2024,13.55,4100101496,700031,NULL,7/18/2024,5109268795,P1A-9224,VH,SIGMA RETAIL SOLUTIONS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704776,NULL,NULL
16673778,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,628,LESINVOICE029639,7/17/2024,1117.99,4203568274,704867,NULL,7/18/2024,5109268797,P1A-9224,VH,PIXEL INSPIRATION HOLDINGS LIM,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704777,NULL,NULL
16673779,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,629,25571,7/17/2024,955.2,4203607710,700141,NULL,7/18/2024,5109268799,P1A-9224,VH,ROSHAL SPACE CONSULTANTS LIMIT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704778,NULL,NULL
16673780,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,630,790381781,2/26/2024,19114.52,4203606959,700121,NULL,7/18/2024,5109268800,P1A-9224,VH,BRITISH TELECOMMUNICATIONS PLC,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704779,NULL,NULL
16673781,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,631,6716005078,2/29/2024,3982.54,4203398669,705236,NULL,7/18/2024,5109268801,P1A-9224,VH,KYNDRYL UK LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704780,NULL,NULL
16673782,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,632,6716005081,2/29/2024,7658.7,4203398679,705236,NULL,7/18/2024,5109268802,P1A-9224,VH,KYNDRYL UK LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704781,NULL,NULL
16673783,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,633,93742,5/27/2024,13.46,4100101498,700031,NULL,7/18/2024,5109268804,P1A-9224,VH,SIGMA RETAIL SOLUTIONS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704782,NULL,NULL
16673784,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,634,93735,5/27/2024,1357.18,4100101488,700031,NULL,7/18/2024,5109268805,P1A-9224,VH,SIGMA RETAIL SOLUTIONS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704783,NULL,NULL
16673785,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,635,93743,5/27/2024,187.82,4100101499,700031,NULL,7/18/2024,5109268806,P1A-9224,VH,SIGMA RETAIL SOLUTIONS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704784,NULL,NULL
16673786,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,636,JRUK04116,6/30/2024,1806,4203617818,704082,NULL,7/18/2024,5109268809,P1A-9224,VH,JENSONRPLUS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704785,NULL,NULL
16673787,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,637,48056,7/18/2024,3089.99,4203613802,700680,NULL,7/18/2024,5109268811,P1A-9224,VH,FORMS PLUS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704786,NULL,NULL
16673788,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,638,93739,5/27/2024,404.06,4100101495,700031,NULL,7/18/2024,5109268812,P1A-9224,VH,SIGMA RETAIL SOLUTIONS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704787,NULL,NULL
16673789,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,639,93738,5/27/2024,522.11,4100101494,700031,NULL,7/18/2024,5109268813,P1A-9224,VH,SIGMA RETAIL SOLUTIONS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704788,NULL,NULL
16673790,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,640,93741,5/27/2024,1025.74,4100101497,700031,NULL,7/18/2024,5109268814,P1A-9224,VH,SIGMA RETAIL SOLUTIONS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704789,NULL,NULL
16673791,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,641,EIN055953LEADGB,7/9/2024,160.91,4203610878,704617,NULL,7/18/2024,5109268816,P1A-9224,VH,PARAGON CUSTOMER COMMUNICATION,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,Y,22704790,NULL,NULL
16673792,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,642,790383607,3/26/2024,28748.27,4203606959,700121,NULL,7/18/2024,5109268817,P1A-9224,VH,BRITISH TELECOMMUNICATIONS PLC,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704791,NULL,NULL
16673793,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,643,6716004562,2/12/2024,25200,4203380950,705236,NULL,7/18/2024,5109268818,P1A-9224,VH,KYNDRYL UK LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704792,NULL,NULL
16673794,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,644,6716005129,3/1/2024,530300.27,4203496482,705236,NULL,7/18/2024,5109268819,P1A-9224,VH,KYNDRYL UK LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704793,NULL,NULL
16673795,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,645,24032442,6/21/2024,3171.06,4203585036,701373,NULL,7/18/2024,5109268823,P1A-9224,VF,KEUNE HAIRCOSMETICS MANUFACTUR,NULL,GB,NULL,P1A-900,EUR,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704794,NULL,NULL
16673796,00:00.0,11741,10081,2,42,Y,N,,NULL,NULL,646,OPI084182,6/21/2024,1010.71,4203574885,704261,NULL,7/18/2024,5109268824,P1A-9224,VH,WOODWAY UK LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,1,0,42,NULL,NULL,22704795,42,23:57.6
16673797,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,647,29626,7/17/2024,2222.68,4100099670,704867,NULL,7/18/2024,5109268825,P1A-9224,VH,PIXEL INSPIRATION HOLDINGS LIM,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704796,NULL,NULL
16673798,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,648,90221,11/9/2023,2400.07,4203416201,700131,NULL,7/18/2024,5109268827,P1A-9224,VH,SIGMA RETAIL SOLUTIONS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704797,NULL,NULL
16673799,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,649,IE0000023100,2/15/2024,780,4203414789,702464,NULL,7/18/2024,5109268828,P1A-9224,VF,CARD COMMERCE LIMITED TA SAVVY,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704798,NULL,NULL
16673800,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,650,NVBOOTSMAAPR2402,4/25/2024,660,4203618766,703238,NULL,7/18/2024,5109268830,P1A-9224,VZ,AMBIX INFORMATION,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704799,NULL,NULL
16673801,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,651,B240459446,6/21/2024,438,4100097225,700006,NULL,7/18/2024,5109268832,P1A-9224,VH,BUNZL RETAIL AND HEALTHCARE SU,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,Y,22704800,NULL,NULL
16673802,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,652,6716005725,3/25/2024,10055.56,4203380950,705236,NULL,7/18/2024,5109268839,P1A-9224,VH,KYNDRYL UK LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704801,NULL,NULL
16673803,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,653,29625,7/17/2024,14361.11,4100099725,704867,NULL,7/18/2024,5109268841,P1A-9224,VH,PIXEL INSPIRATION HOLDINGS LIM,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704802,NULL,NULL
16673804,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,654,315811192,2/8/2024,57348,4203493945,705430,NULL,7/18/2024,5109268842,P1A-9224,VH,THE SMART CUBE LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704803,NULL,NULL
16673805,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,655,93762,7/18/2024,1870.86,4100102284,700031,NULL,7/18/2024,5109268846,P1A-9224,VH,SIGMA RETAIL SOLUTIONS LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704804,NULL,NULL
16673806,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,656,UKNI224065039,2/26/2024,21494.4,4203519762,705002,NULL,7/18/2024,5109268848,P1A-9224,**,TATA CONSULTANCY SERVICES LIMI,NULL,GB,NULL,P1A-900,USD,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704805,NULL,NULL
16673807,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,657,CW1010001892154,7/5/2024,45600,4203589132,700443,NULL,7/18/2024,5109268850,P1A-9224,VH,COGNIZANT WORLDWIDE LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704806,NULL,NULL
16673808,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,658,INVUK000780,2/22/2024,22200,4203450663,704495,NULL,7/18/2024,5109268853,P1A-9224,VH,FGS GLOBAL UK LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704807,NULL,NULL
16673809,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,659,CW1010001764777,2/29/2024,1267.2,4203531404,700443,NULL,7/18/2024,5109268859,P1A-9224,VH,COGNIZANT WORLDWIDE LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704808,NULL,NULL
16673810,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,660,UKNI224065055,2/26/2024,6988.8,4203519762,705002,NULL,7/18/2024,5109268865,P1A-9224,**,TATA CONSULTANCY SERVICES LIMI,NULL,GB,NULL,P1A-900,USD,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704809,NULL,NULL
16673811,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,661,315811346,3/12/2024,9285.6,4203491770,705430,NULL,7/18/2024,5109268867,P1A-9224,VH,THE SMART CUBE LIMITED,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22704810,NULL,NULL
