fldVendorNo,fldInvoiceDate,fldInvoiceAmount,fldVendorName,fldTransactions,RollingMean,RollingStd,Deviation,Anomaly_SVM,Anomaly_SVM_Label,Currency_Anomaly,Vendor_Name_Anomaly,Currency Anomaly
114316,2024-07-14,41.7,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,76.40666666666662,34.35555462124634,-34.70666666666662,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,110.4,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,76.40666666666664,34.35555462124634,33.99333333333337,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,220.8,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,124.29999999999997,90.35546469362045,96.50000000000004,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,27.74,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,119.64666666666665,96.86158440441405,-91.90666666666665,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,148.7,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,132.4133333333333,97.55502310662133,16.28666666666669,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,54.9,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,77.1133333333333,63.46577450353409,-22.213333333333303,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,52.08,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,85.22666666666662,54.98759981426209,-33.14666666666662,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,76.82,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,61.26666666666662,13.54318032566372,15.55333333333337,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,8.99,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,45.96333333333329,34.32619165205266,-36.97333333333329,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,154.44,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,80.0833333333333,72.77989168261684,74.3566666666667,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,90.52,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,84.64999999999996,72.90245743457558,5.870000000000033,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,41.7,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,95.55333333333328,56.53828555353827,-53.85333333333328,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,171.79,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,101.33666666666663,65.71607286907391,70.45333333333336,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,31.43,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,81.63999999999997,78.24087870161036,-50.20999999999997,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,41.7,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,81.63999999999996,78.24087870161036,-39.939999999999955,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,2.82,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,25.31666666666663,20.14803298918922,-22.49666666666663,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,92.48,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,45.66666666666663,44.9614249477644,46.813333333333375,1,Normal,Currency Anomaly,Normal,
114316,2024-07-14,110.4,PHOENIX HEALTHCARE DISTRIBUTIO,GBP,68.56666666666663,57.63896020343744,41.83333333333337,1,Normal,Currency Anomaly,Normal,
116246,2024-07-08,5987.52,BELL SONS & CO DRUGGISTS LIMIT,GBP,7244.030000000001,1776.9734832574181,-1256.5100000000002,1,Normal,Currency Anomaly,Normal,
116246,2024-07-18,177.07,BELL SONS & CO DRUGGISTS LIMIT,GBP,4888.376666666667,4269.206631287989,-4711.306666666667,1,Normal,Currency Anomaly,Normal,
116580,2024-07-09,1058.26,BETTERYOU LIMITED,GBP,3732.2650000000003,3781.614136853468,-2674.005,1,Normal,Currency Anomaly,Normal,
116580,2024-07-09,1916.93,BETTERYOU LIMITED,GBP,3127.1533333333336,2872.0694851332087,-1210.2233333333336,1,Normal,Currency Anomaly,Normal,
118265,2024-07-09,2408.4,HIGGIDY LIMITED,GBP,2169.45,337.9263307290513,238.95000000000027,1,Normal,Currency Anomaly,Normal,
119113,2024-07-09,4463.5,FRESHTIME UK LIMITED,GBP,4730.445,377.51723940768574,-266.9449999999997,1,Normal,Currency Anomaly,Normal,
119423,2024-07-09,22418.38,ATTENDS LIMITED,GBP,13568.66,12515.394047204429,8849.720000000001,1,Normal,Currency Anomaly,Normal,
119423,2024-07-09,27721.58,ATTENDS LIMITED,GBP,18286.3,12045.161916188592,9435.280000000002,1,Normal,Currency Anomaly,Normal,
120693,2024-07-09,33542.21,THE CONAIR GROUP LIMITED,GBP,17567.425,22591.757602994283,15974.785,1,Normal,Currency Anomaly,Normal,
120693,2024-07-09,37206.58,THE CONAIR GROUP LIMITED,GBP,24113.809999999998,19589.77349284315,13092.770000000004,1,Normal,Currency Anomaly,Normal,
120693,2024-07-09,1218.24,THE CONAIR GROUP LIMITED,GBP,23989.01,19804.99625521045,-22770.769999999997,1,Normal,Currency Anomaly,Normal,
120693,2024-07-09,31268.16,THE CONAIR GROUP LIMITED,GBP,23230.993333333336,19293.44940672179,8037.166666666664,1,Normal,Currency Anomaly,Normal,
120693,2024-07-18,5413.92,THE CONAIR GROUP LIMITED,GBP,12633.44,16273.92161632838,-7219.52,1,Normal,Currency Anomaly,Normal,
121010,2024-07-15,24.0,ROYALE DISTRIBUTING AGENCY LIM,EUR,40.0,22.627416997969522,-16.0,1,Normal,Currency Anomaly,Normal,
121746,2024-07-09,47725.06,PZ CUSSONS BEAUTY LLP,GBP,53768.63,8546.898659151166,-6043.57,1,Normal,Currency Anomaly,Normal,
121746,2024-07-09,6497.28,PZ CUSSONS BEAUTY LLP,GBP,38011.51333333333,27953.263052562095,-31514.23333333333,1,Normal,Currency Anomaly,Normal,
121746,2024-07-09,1744.7,PZ CUSSONS BEAUTY LLP,GBP,18655.68,25286.723677700906,-16910.98,1,Normal,Currency Anomaly,Normal,
121746,2024-07-09,22313.38,PZ CUSSONS BEAUTY LLP,GBP,10185.12,10768.833369255917,12128.26,1,Normal,Currency Anomaly,Normal,
121770,2024-07-18,65.28,NEWELL BRANDS UK LIMITED,GBP,686.46,878.4811806749193,-621.1800000000001,1,Normal,Currency Anomaly,Normal,
122238,2024-07-09,2619.94,ALLOGA UK LIMITED,GBP,3586.3199999999997,1366.6677024061112,-966.3799999999997,1,Normal,Currency Anomaly,Normal,
122238,2024-07-09,12550.82,ALLOGA UK LIMITED,GBP,6574.486666666667,5265.103074749187,5976.333333333333,1,Normal,Currency Anomaly,Normal,
122238,2024-07-09,4689.79,ALLOGA UK LIMITED,GBP,6620.183333333333,5239.313715519747,-1930.3933333333334,1,Normal,Currency Anomaly,Normal,
122238,2024-07-18,325.92,ALLOGA UK LIMITED,GBP,5855.509999999999,6195.258052841705,-5529.589999999999,1,Normal,Currency Anomaly,Normal,
122653,2021-02-12,201.92,PEMBERTON MARKETING INTERNATIO,EUR,222.05,28.468119010570426,-20.130000000000024,1,Normal,Currency Anomaly,Normal,
122807,2020-11-23,753.82,PEMBERTON MARKETING INTERNATIO,EUR,1896.1850000000002,1615.548076180341,-1142.3650000000002,1,Normal,Currency Anomaly,Normal,
122807,2020-11-25,1421.97,PEMBERTON MARKETING INTERNATIO,EUR,1738.1133333333335,1174.716028933518,-316.14333333333343,1,Normal,Currency Anomaly,Normal,
122807,2020-11-25,1986.11,PEMBERTON MARKETING INTERNATIO,EUR,1387.3,616.8761364325906,598.81,1,Normal,Currency Anomaly,Normal,
122807,2020-11-26,1675.16,PEMBERTON MARKETING INTERNATIO,EUR,1694.4133333333332,282.5623878603333,-19.253333333333103,1,Normal,Currency Anomaly,Normal,
122807,2020-11-26,460.33,PEMBERTON MARKETING INTERNATIO,EUR,1373.8666666666668,806.2781199023906,-913.5366666666669,1,Normal,Currency Anomaly,Normal,
122807,2021-01-11,150.63,PEMBERTON MARKETING INTERNATIO,EUR,762.0400000000001,805.8037126372656,-611.4100000000001,1,Normal,Currency Anomaly,Normal,
122807,2021-01-13,294.77,PEMBERTON MARKETING INTERNATIO,EUR,301.91,154.97340804151173,-7.140000000000043,1,Normal,Currency Anomaly,Normal,
122807,2021-01-20,60.38,PEMBERTON MARKETING INTERNATIO,EUR,168.59333333333333,118.223005516415,-108.21333333333334,1,Normal,Currency Anomaly,Normal,
124141,2024-07-09,2079.36,ELIZABETH ARDEN UK LIMITED,GBP,9092.914999999999,9918.664601449633,-7013.5549999999985,1,Normal,Currency Anomaly,Normal,
124141,2024-07-09,139935.35,ELIZABETH ARDEN UK LIMITED,GBP,52707.06,75866.79699302654,87228.29000000001,1,Normal,Currency Anomaly,Normal,
124141,2024-07-18,407.04,ELIZABETH ARDEN UK LIMITED,GBP,47473.916666666664,80078.31575455639,-47066.87666666666,-1,Anomaly,Currency Anomaly,Normal,
124141,2024-07-18,2051.8,ELIZABETH ARDEN UK LIMITED,GBP,47464.73,80086.1285195676,-45412.93,1,Normal,Currency Anomaly,Normal,
125105,2024-06-19,3490.56,PROFOOT UK LIMITED,GBP,3463.99,37.57565435225321,26.570000000000164,1,Normal,Currency Anomaly,Normal,
125105,2024-06-27,5018.11,PROFOOT UK LIMITED,GBP,3982.03,897.6649094734627,1036.0799999999995,1,Normal,Currency Anomaly,Normal,
125105,2024-07-02,4149.36,PROFOOT UK LIMITED,GBP,4219.343333333333,766.1758941870552,-69.98333333333358,1,Normal,Currency Anomaly,Normal,
125946,2024-07-13,23250.24,RB UK COMMERCIAL LIMITED,GBP,27146.195,5509.71239939527,-3895.954999999998,1,Normal,Currency Anomaly,Normal,
125946,2024-07-13,22573.08,RB UK COMMERCIAL LIMITED,GBP,25621.823333333334,4706.335336164788,-3048.743333333332,1,Normal,Currency Anomaly,Normal,
125946,2024-07-13,3784.32,RB UK COMMERCIAL LIMITED,GBP,16535.88,11048.364052727444,-12751.560000000001,1,Normal,Currency Anomaly,Normal,
125946,2024-07-13,61637.86,RB UK COMMERCIAL LIMITED,GBP,29331.753333333338,29513.01020826126,32306.106666666663,1,Normal,Currency Anomaly,Normal,
125946,2024-07-13,51489.74,RB UK COMMERCIAL LIMITED,GBP,38970.64000000001,30891.8099379172,12519.099999999991,1,Normal,Currency Anomaly,Normal,
125946,2024-07-13,38187.49,RB UK COMMERCIAL LIMITED,GBP,50438.363333333335,11760.48502212529,-12250.873333333337,1,Normal,Currency Anomaly,Normal,
125946,2024-07-13,19216.08,RB UK COMMERCIAL LIMITED,GBP,36297.770000000004,16219.604301822535,-17081.690000000002,1,Normal,Currency Anomaly,Normal,
125946,2024-07-13,5571.07,RB UK COMMERCIAL LIMITED,GBP,20991.54666666667,16380.534936852144,-15420.47666666667,1,Normal,Currency Anomaly,Normal,
125946,2024-07-18,331.78,RB UK COMMERCIAL LIMITED,GBP,8372.97666666667,9748.959295690693,-8041.196666666669,1,Normal,Currency Anomaly,Normal,
125946,2024-07-18,51.12,RB UK COMMERCIAL LIMITED,GBP,1984.6566666666688,3109.0935909094255,-1933.536666666669,1,Normal,Currency Anomaly,Normal,
126055,2024-07-09,3794.69,LANOLIPS LIMITED,GBP,5692.035,2683.25103150078,-1897.3449999999998,1,Normal,Currency Anomaly,Normal,
126349,2024-07-09,223.49,GIBBS CROFT LIMITED,GBP,212.62,15.37250142299555,10.870000000000005,1,Normal,Currency Anomaly,Normal,
127655,2024-07-09,37.8,ALLOGA UK LIMITED,GBP,190.5,215.9504109743716,-152.7,1,Normal,Currency Anomaly,Normal,
127655,2024-07-09,49368.91,ALLOGA UK LIMITED,GBP,16583.303333333333,28393.578863292903,32785.606666666674,1,Normal,Currency Anomaly,Normal,
128163,2024-07-09,3680.64,BEIERSDORF UK LIMITED,GBP,7626.455,5580.225087615195,-3945.815,1,Normal,Currency Anomaly,Normal,
128163,2024-07-09,41586.48,BEIERSDORF UK LIMITED,GBP,18946.463333333333,19999.930550240253,22640.01666666667,1,Normal,Currency Anomaly,Normal,
128163,2024-07-09,21095.57,BEIERSDORF UK LIMITED,GBP,22120.896666666667,18973.709379202406,-1025.3266666666677,1,Normal,Currency Anomaly,Normal,
128163,2024-07-09,5474.16,BEIERSDORF UK LIMITED,GBP,22718.736666666668,18110.795577953868,-17244.576666666668,1,Normal,Currency Anomaly,Normal,
128163,2024-07-09,85821.55,BEIERSDORF UK LIMITED,GBP,37463.76,42601.22067335748,48357.79,1,Normal,Currency Anomaly,Normal,
128252,2024-07-09,3604.25,RED STAR BRANDS LIMITED,GBP,4058.94,643.0287646754226,-454.69000000000005,1,Normal,Currency Anomaly,Normal,
128767,2024-07-18,167.62,J AND D BEAUTY LIMITED,GBP,16332.34,22860.366255963618,-16164.72,1,Normal,Currency Anomaly,Normal,
129100,2024-07-09,3269.17,ICHIBAN UK LIMITED,GBP,3160.885,153.13811560157055,108.28499999999985,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,6.77,UNIPHAR WHOLESALE LIMITED,EUR,25.075000000000003,25.887179259239506,-18.305000000000003,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,10.41,UNIPHAR WHOLESALE LIMITED,EUR,20.186666666666667,20.168302688459764,-9.776666666666667,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,100.42,UNIPHAR WHOLESALE LIMITED,EUR,39.199999999999996,53.04930442522314,61.220000000000006,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,147.32,UNIPHAR WHOLESALE LIMITED,EUR,86.05,69.57700554062383,61.269999999999996,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,40.41,UNIPHAR WHOLESALE LIMITED,EUR,96.05,53.58880200191079,-55.64,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,3.22,UNIPHAR WHOLESALE LIMITED,EUR,63.649999999999984,74.80825957071852,-60.429999999999986,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,3.22,UNIPHAR WHOLESALE LIMITED,EUR,15.616666666666655,21.471656511162177,-12.396666666666654,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,22.4,UNIPHAR WHOLESALE LIMITED,EUR,9.613333333333324,11.073578163057025,12.786666666666674,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,24.57,UNIPHAR WHOLESALE LIMITED,EUR,16.72999999999999,11.750204253543847,7.8400000000000105,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,179.96,UNIPHAR WHOLESALE LIMITED,EUR,75.64333333333333,90.34739859748775,104.31666666666668,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,50.85,UNIPHAR WHOLESALE LIMITED,EUR,85.12666666666665,83.17259424433827,-34.27666666666665,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,43.01,UNIPHAR WHOLESALE LIMITED,EUR,91.27333333333333,76.90487652505094,-48.26333333333333,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,29.97,UNIPHAR WHOLESALE LIMITED,EUR,41.27666666666666,10.547366179920532,-11.306666666666658,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,14.95,UNIPHAR WHOLESALE LIMITED,EUR,29.309999999999988,14.041638081078657,-14.359999999999989,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,69.05,UNIPHAR WHOLESALE LIMITED,EUR,37.98999999999999,27.92745602449314,31.06000000000001,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,100.1,UNIPHAR WHOLESALE LIMITED,EUR,61.36666666666665,43.091830238843784,38.73333333333334,1,Normal,Currency Anomaly,Normal,
129135,2024-07-17,237.46,UNIPHAR WHOLESALE LIMITED,EUR,135.53666666666666,89.62309988687814,101.92333333333335,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,108.69,UNIPHAR WHOLESALE LIMITED,EUR,148.75,76.94507846509744,-40.06,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,2.84,UNIPHAR WHOLESALE LIMITED,EUR,116.32999999999998,117.49643952052334,-113.48999999999998,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,71.34,UNIPHAR WHOLESALE LIMITED,EUR,60.956666666666656,53.68347821567942,10.383333333333347,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,6.34,UNIPHAR WHOLESALE LIMITED,EUR,26.839999999999993,38.577843381920566,-20.499999999999993,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,4.65,UNIPHAR WHOLESALE LIMITED,EUR,27.443333333333324,38.02501851851391,-22.793333333333322,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,261.12,UNIPHAR WHOLESALE LIMITED,EUR,90.70333333333332,147.58758156882078,170.41666666666669,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,33.26,UNIPHAR WHOLESALE LIMITED,EUR,99.67666666666666,140.54392705959702,-66.41666666666666,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,6.44,UNIPHAR WHOLESALE LIMITED,EUR,100.27333333333331,139.9412938818751,-93.83333333333331,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,17.79,UNIPHAR WHOLESALE LIMITED,EUR,19.163333333333313,13.46263842392437,-1.3733333333333135,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,10.59,UNIPHAR WHOLESALE LIMITED,EUR,11.606666666666648,5.742894160031546,-1.016666666666648,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,48.25,UNIPHAR WHOLESALE LIMITED,EUR,25.54333333333331,19.991361467727135,22.70666666666669,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,17.05,UNIPHAR WHOLESALE LIMITED,EUR,25.29666666666665,20.13888113409792,-8.246666666666648,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,20.41,UNIPHAR WHOLESALE LIMITED,EUR,28.56999999999998,17.12598026391459,-8.159999999999979,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,110.54,UNIPHAR WHOLESALE LIMITED,EUR,49.333333333333314,53.03314466758809,61.20666666666669,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,229.76,UNIPHAR WHOLESALE LIMITED,EUR,120.23666666666664,105.01130716895838,109.52333333333335,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,3.22,UNIPHAR WHOLESALE LIMITED,EUR,114.50666666666666,113.32207963734751,-111.28666666666666,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,9.62,UNIPHAR WHOLESALE LIMITED,EUR,80.86666666666665,128.9851097349354,-71.24666666666664,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,6.4,UNIPHAR WHOLESALE LIMITED,EUR,6.413333333333315,3.2000208332640616,-0.01333333333331499,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,6.44,UNIPHAR WHOLESALE LIMITED,EUR,7.486666666666648,1.8476291114084777,-1.0466666666666473,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,12.42,UNIPHAR WHOLESALE LIMITED,EUR,8.419999999999982,3.464159349682229,4.000000000000018,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,2.44,UNIPHAR WHOLESALE LIMITED,EUR,7.099999999999981,5.022628793768332,-4.659999999999981,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,1.55,UNIPHAR WHOLESALE LIMITED,EUR,5.469999999999981,6.035304466221288,-3.9199999999999813,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,12.88,UNIPHAR WHOLESALE LIMITED,EUR,5.623333333333314,6.300193118732471,7.256666666666686,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,8.42,UNIPHAR WHOLESALE LIMITED,EUR,7.6166666666666485,5.707559314919477,0.8033333333333514,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,3.42,UNIPHAR WHOLESALE LIMITED,EUR,8.23999999999998,4.732568013245113,-4.819999999999981,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,9.6,UNIPHAR WHOLESALE LIMITED,EUR,7.146666666666647,3.2808738673292615,2.4533333333333527,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,412.22,UNIPHAR WHOLESALE LIMITED,EUR,141.74666666666664,234.25715812613566,270.47333333333336,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,3.22,UNIPHAR WHOLESALE LIMITED,EUR,141.67999999999998,234.31622820453558,-138.45999999999998,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,34.9,UNIPHAR WHOLESALE LIMITED,EUR,150.11333333333332,227.5430379803639,-115.21333333333331,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,56.7,UNIPHAR WHOLESALE LIMITED,EUR,31.606666666666644,26.891674052266026,25.09333333333336,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,762.36,UNIPHAR WHOLESALE LIMITED,EUR,284.6533333333333,413.8496762513333,477.7066666666667,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,186.23,UNIPHAR WHOLESALE LIMITED,EUR,335.09666666666664,375.64607309718195,-148.86666666666665,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,37.8,UNIPHAR WHOLESALE LIMITED,EUR,328.7966666666666,382.7410864191789,-290.9966666666666,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,11.25,UNIPHAR WHOLESALE LIMITED,EUR,78.42666666666662,94.29949434293555,-67.17666666666662,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,10.04,UNIPHAR WHOLESALE LIMITED,EUR,19.696666666666626,15.689615461614354,-9.656666666666627,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,6.44,UNIPHAR WHOLESALE LIMITED,EUR,9.243333333333295,2.502005861968933,-2.8033333333332946,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,58.5,UNIPHAR WHOLESALE LIMITED,EUR,24.993333333333297,29.07339906741778,33.5066666666667,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,8.48,UNIPHAR WHOLESALE LIMITED,EUR,24.473333333333297,29.48560552766941,-15.993333333333297,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,9.66,UNIPHAR WHOLESALE LIMITED,EUR,25.546666666666628,28.544521949637357,-15.886666666666628,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,14.24,UNIPHAR WHOLESALE LIMITED,EUR,10.7933333333333,3.0426523517035275,3.446666666666701,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,176.95,UNIPHAR WHOLESALE LIMITED,EUR,66.94999999999996,95.29031482789843,110.00000000000003,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,135.66,UNIPHAR WHOLESALE LIMITED,EUR,108.94999999999997,84.57957259291398,26.710000000000022,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,58.5,UNIPHAR WHOLESALE LIMITED,EUR,123.7033333333333,60.12339006853605,-65.2033333333333,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,16.1,UNIPHAR WHOLESALE LIMITED,EUR,70.08666666666663,60.616305837071046,-53.98666666666663,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,6.44,UNIPHAR WHOLESALE LIMITED,EUR,27.013333333333296,27.692716250547345,-20.573333333333295,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,42.0,UNIPHAR WHOLESALE LIMITED,EUR,21.513333333333293,18.387673407294585,20.486666666666707,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,22.37,UNIPHAR WHOLESALE LIMITED,EUR,23.603333333333296,17.812053035327757,-1.2333333333332952,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,55.23,UNIPHAR WHOLESALE LIMITED,EUR,39.866666666666625,16.533548721715203,15.363333333333372,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,72.1,UNIPHAR WHOLESALE LIMITED,EUR,49.899999999999956,25.289818109270737,22.20000000000004,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,84.61,UNIPHAR WHOLESALE LIMITED,EUR,70.64666666666663,14.743820174341982,13.963333333333367,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,11.65,UNIPHAR WHOLESALE LIMITED,EUR,56.119999999999955,39.016800227594246,-44.469999999999956,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,7.4,UNIPHAR WHOLESALE LIMITED,EUR,34.55333333333329,43.402396631215304,-27.153333333333293,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,20.72,UNIPHAR WHOLESALE LIMITED,EUR,13.256666666666627,6.803795509370293,7.463333333333372,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,6.44,UNIPHAR WHOLESALE LIMITED,EUR,11.519999999999962,7.98187947791708,-5.079999999999962,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,58.5,UNIPHAR WHOLESALE LIMITED,EUR,28.553333333333295,26.89947459214267,29.946666666666705,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,241.58,UNIPHAR WHOLESALE LIMITED,EUR,102.17333333333329,123.50394703544231,139.40666666666672,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,112.19,UNIPHAR WHOLESALE LIMITED,EUR,137.4233333333333,94.11223317578506,-25.23333333333329,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,3.22,UNIPHAR WHOLESALE LIMITED,EUR,118.99666666666663,119.32569058393645,-115.77666666666663,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,3.22,UNIPHAR WHOLESALE LIMITED,EUR,39.543333333333294,62.91385883359357,-36.323333333333295,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,26.35,UNIPHAR WHOLESALE LIMITED,EUR,10.929999999999964,13.354111726356312,15.420000000000037,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,5.33,UNIPHAR WHOLESALE LIMITED,EUR,11.633333333333297,12.78859778604912,-6.303333333333297,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,3.22,UNIPHAR WHOLESALE LIMITED,EUR,11.633333333333296,12.78859778604912,-8.413333333333295,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,6.01,UNIPHAR WHOLESALE LIMITED,EUR,4.853333333333295,1.4547966639158172,1.1566666666667045,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,59.37,UNIPHAR WHOLESALE LIMITED,EUR,22.866666666666628,31.643578074126516,36.50333333333337,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,24.63,UNIPHAR WHOLESALE LIMITED,EUR,30.0033333333333,27.0827792763841,-5.373333333333299,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,43.26,UNIPHAR WHOLESALE LIMITED,EUR,42.41999999999996,17.385226486876917,0.8400000000000389,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,48.89,UNIPHAR WHOLESALE LIMITED,EUR,38.92666666666663,12.697252983749676,9.963333333333374,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,16.54,UNIPHAR WHOLESALE LIMITED,EUR,36.22999999999996,17.282832522477523,-19.689999999999962,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,53.93,UNIPHAR WHOLESALE LIMITED,EUR,39.786666666666626,20.289308350294746,14.143333333333374,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,1350.48,UNIPHAR WHOLESALE LIMITED,EUR,473.6499999999999,759.587150826026,876.8300000000002,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,202.64,UNIPHAR WHOLESALE LIMITED,EUR,535.6833333333333,709.5413110124972,-333.0433333333333,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,3.22,UNIPHAR WHOLESALE LIMITED,EUR,518.7799999999999,727.1421811447882,-515.5599999999998,1,Normal,Currency Anomaly,Normal,
129135,2024-07-18,12.81,UNIPHAR WHOLESALE LIMITED,EUR,72.88999999999992,112.46905752250362,-60.07999999999991,1,Normal,Currency Anomaly,Normal,
