Internal Reference,Invoice Number,Supplier Name,Supplier Reference,Invoice Date,Posting Date,Due Date,Payment Date,Gross Amount,VAT Amount,Currency Code,Debit/Credit
107849627,IN352790,Eco Electronics,V_EC001,2024-03-03,2024-03-05,2024-04-10,,2698.52,539.7,JPY,Dr
123163625,IN352134,Purple Plumbers Limited,V_PU001,2024-01-01,2024-01-12,2024-01-25,,3459.88,691.98,USD,Dr
155597457,IN926018,QuickFix Mechanics,V_QU001,2023-12-18,2023-12-20,2024-02-05,,-187.01,-37.4,CAD,Cr
953607418,IN204591,Sunny Solutions Ltd.,V_SU001,2024-04-03,2024-04-14,2024-05-24,2024-05-27,7727.86,1545.57,AUD,Dr
898650171,IN775103,Velocity Ventures,V_VE001,2024-10-09,2024-10-22,2024-12-08,2025-01-01,1422.73,284.55,USD,Dr
680590714,IN195165,Global Tech Solutions,V_GL001,2024-05-01,2024-05-15,2024-05-18,2024-06-10,-3756.18,-751.24,EUR,Cr
244327708,IN276748,Velocity Ventures,V_VE001,2024-01-27,2024-02-07,2024-03-16,2024-03-16,3296.89,659.38,USD,Dr
272954387,IN554885,Global Tech Solutions,V_GL001,2024-09-29,2024-10-01,2024-10-15,2024-10-17,1435.69,287.14,EUR,Dr
768465232,IN754453,Blue Banana Inc.,V_BL001,2024-02-19,2024-02-28,2024-04-07,2024-04-08,6386.89,1277.38,USD,Dr
410980469,IN727706,Velocity Ventures,V_VE001,2024-04-09,2024-04-23,2024-05-22,,2340.09,468.02,USD,Dr
220937448,IN254285,Sunny Solutions Ltd.,V_SU001,2024-05-30,2024-06-07,2024-06-14,2024-06-28,2082.38,416.48,AUD,Dr
725933369,IN792952,Artic Apples Co.,V_AR001,2023-12-21,2023-12-23,2024-01-20,2024-02-10,2296.01,459.2,GBP,Dr
166544688,IN638890,Blue Banana Inc.,V_BL001,2024-04-03,2024-04-13,2024-05-31,2024-06-06,9294.52,1858.9,USD,Dr
873420689,IN330364,Artic Apples Co.,V_AR001,2024-10-22,2024-10-31,2024-11-26,2024-12-20,38890.13787993669,7778.03,GBP,Dr
350691175,IN698851,Eco Electronics,V_EC001,2024-11-29,2024-12-12,2025-01-28,2025-01-31,7937.03,1587.41,JPY,Dr
318506653,IN925393,Eco Electronics,V_EC001,2024-02-09,2024-02-15,2024-03-17,2024-03-26,3398.59,679.72,JPY,Dr
992848379,IN251468,Eco Electronics,V_EC001,2024-02-25,2024-03-07,2024-03-11,2024-04-08,2999.82,599.96,JPY,Dr
764843369,IN317287,Purple Plumbers Limited,V_PU001,2024-04-10,2024-04-21,2024-06-05,2024-06-20,9521.25,1904.25,USD,Dr
637185901,IN810309,Purple Plumbers Limited,V_PU001,2024-09-09,2024-09-17,2024-10-31,2024-11-17,2449.25,489.85,USD,Dr
451416462,IN132725,Artic Apples Co.,V_AR001,2024-04-03,2024-04-17,2024-05-12,2024-05-30,4469.15,893.83,GBP,Dr
942084336,IN515610,Blue Banana Inc.,V_BL001,2024-09-19,2024-10-01,2024-10-28,2024-11-18,-2755.9,-551.18,USD,Cr
490681174,IN549012,Artic Apples Co.,V_AR001,2024-05-30,2024-06-07,2024-07-27,2024-08-01,4826.73,965.35,GBP,Dr
462152725,IN643394,Velocity Ventures,V_VE001,2024-08-17,2024-08-23,2024-09-07,2024-09-25,3330.95,666.19,USD,Dr
637979478,IN278191,Velocity Ventures,V_VE001,2024-10-08,2024-10-19,2024-11-16,2024-11-20,7060.66,1412.13,USD,Dr
805159253,IN531269,Purple Plumbers Limited,V_PU001,2024-09-01,2024-09-08,2024-10-30,,6406.11,1281.22,USD,Dr
888520781,IN488744,Artic Apples Co.,V_AR001,2024-12-04,2024-12-05,2025-01-23,2025-02-17,3205.35,641.07,GBP,Dr
170255822,IN842278,Artic Apples Co.,V_AR001,2024-03-25,2024-04-02,2024-04-27,2024-05-18,8202.42,1640.48,GBP,Dr
971262433,IN247953,Sunny Solutions Ltd.,V_SU001,2024-03-05,2024-03-18,2024-05-03,2024-05-24,-3482.97,-696.59,AUD,Cr
286286649,IN223323,Artic Apples Co.,V_AR001,2024-09-21,2024-10-02,2024-10-19,2024-10-31,1578.12,315.62,GBP,Dr
710672156,IN639187,QuickFix Mechanics,V_QU001,2024-11-03,2024-11-10,2025-01-01,2025-01-17,3354.33,670.87,CAD,Dr
842006524,IN254419,Blue Banana Inc.,V_BL001,2024-03-27,2024-04-11,2024-05-13,2024-05-23,1705.14,341.03,USD,Dr
667585545,IN113415,QuickFix Mechanics,V_QU001,2024-01-03,2024-01-18,2024-02-04,2024-02-12,3008.3,601.66,CAD,Dr
753475026,IN996344,Blue Banana Inc.,V_BL001,2024-02-25,2024-03-04,2024-03-21,2024-04-18,2426.34,485.27,USD,Dr
756940869,IN721784,Velocity Ventures,V_VE001,2024-08-12,2024-08-18,2024-10-04,2024-10-16,4834.18,966.84,USD,Dr
345832807,IN357930,Blue Banana Inc.,V_BL001,2024-10-21,2024-10-21,2024-12-08,2024-12-24,5576.54,1115.31,USD,Dr
638559375,IN638729,Global Tech Solutions,V_GL001,2024-01-19,2024-01-19,2024-02-27,2024-03-26,9631.1,1926.22,EUR,Dr
986665414,IN661842,Sunny Solutions Ltd.,V_SU001,2024-03-09,2024-03-17,2024-04-27,2024-05-20,1699.45,339.89,AUD,Dr
450710447,IN908821,Velocity Ventures,V_VE001,2023-12-23,2023-12-25,2024-02-10,2024-02-21,1838.54,367.71,USD,Dr
256790727,IN753342,Purple Plumbers Limited,V_PU001,2024-08-31,2024-09-15,2024-09-16,2024-10-05,3018.4,603.68,USD,Dr
639850052,IN798764,Global Tech Solutions,V_GL001,2024-10-02,2024-10-07,2024-10-23,2024-11-05,4556.11,911.22,JPY,Dr
537888961,IN495846,Artic Apples Co.,V_AR001,2024-10-30,2024-11-06,2024-11-18,2024-12-15,5902.4,1180.48,GBP,Dr
250064966,IN656114,Sunny Solutions Ltd.,V_SU001,2024-11-27,2024-11-28,2025-01-07,2025-01-12,3624.47,724.89,AUD,Dr
427259963,IN599633,Eco Electronics,V_EC001,2024-10-20,2024-11-04,2024-11-09,,8320.08,1664.02,JPY,Dr
739139850,IN539592,Velocity Ventures,V_VE001,2023-12-27,2024-01-02,2024-02-01,2024-02-13,1356.28,271.26,USD,Dr
613573348,IN703638,Eco Electronics,V_EC001,2024-05-13,2024-05-14,2024-06-22,,2057.06,411.41,JPY,Dr
661696774,IN684779,Sunny Solutions Ltd.,V_SU001,2024-11-26,2024-11-26,2024-12-12,2025-01-04,140.57,28.11,AUD,Dr
520683460,IN137922,Global Tech Solutions,V_GL001,2024-10-10,2024-10-13,2024-11-01,2024-11-13,9611.94,1922.39,EUR,Dr
504069621,IN420792,QuickFix Mechanics,V_QU001,2024-11-15,2024-11-30,2025-01-10,2025-01-28,5054.22,1010.84,CAD,Dr
486969333,IN922232,QuickFix Mechanics,V_QU001,2024-08-17,2024-08-23,2024-10-02,2024-10-05,2899.48,579.9,CAD,Dr
615867878,IN991155,Global Tech Solutions,V_GL001,2024-07-14,2024-07-15,2024-07-31,2024-08-16,9258.72,1851.74,EUR,Dr
115758181,IN296420,Sunny Solutions Ltd.,V_SU001,2024-11-07,2024-11-09,2025-01-01,,4991.11,998.22,AUD,Dr
150451081,IN473512,Eco Electronics,V_EC001,2024-10-09,2024-10-24,2024-10-27,2024-11-03,2785.64,557.13,JPY,Dr
904236589,IN102076,QuickFix Mechanics,V_QU001,2024-08-01,2024-08-07,2024-08-27,2024-09-07,5450.91,1090.18,CAD,Dr
275261897,IN440943,Sunny Solutions Ltd.,V_SU001,2024-05-18,2024-06-01,2024-06-08,2024-06-30,6416.7,1283.34,AUD,Dr
952367330,IN917431,Velocity Ventures,V_VE001,2023-12-25,2023-12-27,2024-02-07,2024-02-21,9144.13,1828.83,USD,Dr
975058882,IN110970,Blue Banana Inc.,V_BL001,2023-12-13,2023-12-23,2024-02-04,2024-02-10,4829.24,965.85,USD,Dr
376090651,IN799797,Artic Apples Co.,V_AR001,2024-10-14,2024-10-23,2024-11-18,2024-11-28,8945.05,1789.01,GBP,Dr
970529059,IN609499,QuickFix Mechanics,V_QU001,2024-07-25,2024-08-03,2024-08-29,2024-09-15,2902.16,580.43,CAD,Dr
960869295,IN471755,Blue Banana Inc.,V_BL001,2024-01-14,2024-01-26,2024-02-09,2024-02-29,8493.49,1698.7,USD,Dr
973267581,IN177413,Velocity Ventures,V_VE001,2024-10-20,2024-10-28,2024-12-05,2024-12-22,4349.82,869.96,USD,Dr
276216832,IN485437,Velocity Ventures,V_VE001,2024-08-20,2024-08-29,2024-09-07,,-7441.14,-1488.23,USD,Cr
988856840,IN951075,Purple Plumbers Limited,V_PU001,2024-07-27,2024-08-06,2024-08-13,2024-08-17,1989.95,397.99,USD,Dr
200724898,IN213539,Purple Plumbers Limited,V_PU001,2024-04-02,2024-04-16,2024-04-23,2024-05-17,6265.23,1253.05,USD,Dr
613903851,IN255109,Purple Plumbers Limited,V_PU001,2024-06-16,2024-06-18,2024-07-22,2024-08-06,8222.95,1644.59,USD,Dr
296119109,IN848285,Global Tech Solutions,V_GL001,2024-07-28,2024-08-07,2024-08-31,2024-09-12,-5555.48,-1111.1,EUR,Cr
574704952,IN747987,Artic Apples Co._Q,V_AR001,2024-02-14,2024-02-19,2024-03-08,2024-03-29,4823.32,964.66,GBP,Dr
945320539,IN897047,Eco Electronics,V_EC001,2024-05-02,2024-05-02,2024-05-19,2024-06-05,2706.75,541.35,JPY,Dr
731565256,IN269472,Artic Apples Co.,V_AR001,2024-02-29,2024-03-11,2024-04-12,2024-04-12,4485.36,897.07,GBP,Dr
404413540,IN891979,Eco Electronics,V_EC001,2024-10-10,2024-10-25,2024-11-03,,725.12,145.02,JPY,Dr
202376253,IN594915,Purple Plumbers Limited,V_PU001,2024-06-03,2024-06-12,2024-06-24,,2178.59,435.72,USD,Dr
715638324,IN489091,Global Tech Solutions_O,V_GL001,2024-10-24,2024-11-01,2024-12-06,2024-12-30,-7834.7,-1566.94,EUR,Cr
447678941,IN342136,QuickFix Mechanics,V_QU001,2023-12-18,2023-12-30,2024-01-08,2024-01-25,1018.26,203.65,CAD,Dr
961581292,IN336844,Velocity Ventures,V_VE001,2024-11-03,2024-11-09,2024-11-27,2024-12-19,6270.17,1254.03,AUD,Dr
245230524,IN928274,Sunny Solutions Ltd.,V_SU001,2024-06-04,2024-06-08,2024-07-30,,-8067.69,-1613.54,AUD,Cr
250687718,IN822849,Purple Plumbers Limited,V_PU001,2024-12-02,2024-12-16,2025-01-26,2025-02-25,8794.01,1758.8,USD,Dr
153845533,IN217747,Eco Electronics,V_EC001,2024-09-07,2024-09-17,2024-10-22,2024-11-03,1671.63,334.33,JPY,Dr
851322312,IN918905,Blue Banana Inc.,V_BL001,2024-01-27,2024-02-01,2024-03-04,2024-03-06,3459.84,691.97,USD,Dr
801724183,IN227419,QuickFix Mechanics,V_QU001,2024-09-28,2024-09-28,2024-11-25,,2228.24,445.65,CAD,Dr
161256951,IN370936,Purple Plumbers Limited,V_PU001,2024-07-31,2024-08-07,2024-09-09,,7916.3,1583.26,USD,Dr
175275365,IN559245,Sunny Solutions Ltd.,V_SU001,2024-08-26,2024-08-29,2024-10-15,2024-10-27,9007.13,1801.43,AUD,Dr
363175486,IN141083,Eco Electronics,V_EC001,2024-07-09,2024-07-15,2024-08-18,2024-08-30,4411.57,882.31,JPY,Dr
370337019,IN355512,Eco Electronics,V_EC001,2024-07-23,2024-07-23,2024-09-12,2024-09-26,4387.77,877.55,JPY,Dr
473059170,IN983733,Global Tech Solutions,V_GL001,2024-01-09,2024-01-10,2024-03-01,2024-03-17,6759.928914072355,1351.99,EUR,Dr
880543297,IN176591,Velocity Ventures,V_VE001,2023-12-11,2023-12-12,2024-01-16,2024-01-22,5641.07,1128.21,USD,Dr
212357614,IN126720,Velocity Ventures_O,V_VE001,2024-11-25,2024-12-03,2025-01-21,2025-02-10,9210.04,1842.01,USD,Dr
166421948,IN312270,Blue Banana Inc.,V_BL001,2024-03-07,2024-03-07,2024-04-14,2024-05-12,76513.10885605338,15302.62,USD,Dr
141449216,IN851050,QuickFix Mechanics,V_QU001,2024-09-19,2024-10-04,2024-10-20,,8107.49,1621.5,CAD,Dr
879085785,IN106202,Sunny Solutions Ltd.,V_SU001,2024-09-25,2024-10-01,2024-11-21,2024-12-01,9787.0,1957.4,AUD,Dr
622012385,IN628382,Blue Banana Inc.,V_BL001,2024-08-05,2024-08-08,2024-10-03,2024-10-13,8278.35,1655.67,USD,Dr
242403177,IN582545,Artic Apples Co.,V_AR001,2024-04-12,2024-04-15,2024-05-24,,3111.84,622.37,GBP,Dr
730733468,IN363194,Blue Banana Inc.,V_BL001,2024-04-21,2024-04-21,2024-05-24,,9121.56,1824.31,USD,Dr
317471512,IN113702,Purple Plumbers Limited,V_PU001,2024-05-21,2024-05-28,2024-06-18,2024-06-28,3145.17,629.03,USD,Dr
229342399,IN973065,QuickFix Mechanics,V_QU001,2024-09-11,2024-09-19,2024-10-26,2024-11-07,6318.16,1263.63,CAD,Dr
512878718,IN560224,Artic Apples Co.,V_AR001,2024-10-03,2024-10-16,2024-10-22,2024-10-26,5402.42,1080.48,GBP,Dr
435072396,IN323047,Sunny Solutions Ltd.,V_SU001,2024-08-15,2024-08-26,2024-09-25,2024-10-20,-5420.05,-1084.01,AUD,Cr
189191481,IN788421,Global Tech Solutions,V_GL001,2024-05-20,2024-05-20,2024-06-21,2024-06-25,1536.78,307.36,EUR,Dr
782274250,IN189047,QuickFix Mechanics,V_QU001,2023-12-17,2023-12-27,2024-01-18,2024-02-08,2375.66,475.13,CAD,Dr
129750573,IN551357,QuickFix Mechanics,V_QU001,2024-10-12,2024-10-13,2024-11-28,,3909.07,781.81,CAD,Dr
437702947,IN432237,Purple Plumbers Limited,V_PU001,2024-06-20,2024-07-02,2024-07-26,2024-07-27,5668.46,1133.69,USD,Dr
400360949,IN802143,Purple Plumbers Limited,V_PU001,2023-12-08,2023-12-08,2023-12-25,2024-01-05,2757.21,551.44,USD,Dr
876767697,IN227165,Global Tech Solutions_T,V_GL001,2024-07-07,2024-07-10,2024-09-01,2024-09-11,2388.99,477.8,EUR,Dr
508297222,IN215560,Artic Apples Co.,V_AR001,2024-05-20,2024-05-27,2024-06-06,2024-06-13,6951.73,1390.35,GBP,Dr
145865518,IN827043,Artic Apples Co.,V_AR001,2024-08-29,2024-09-10,2024-10-05,2024-10-06,-8614.28,-1722.86,GBP,Cr
327644443,IN275117,Artic Apples Co.,V_AR001,2024-10-07,2024-10-15,2024-12-05,2024-12-14,4345.61,869.12,GBP,Dr
543839029,IN320630,Velocity Ventures,V_VE001,2024-06-29,2024-06-29,2024-07-30,,6864.16,1372.83,USD,Dr
293471453,IN675999,Eco Electronics,V_EC001,2024-07-23,2024-08-06,2024-08-12,2024-08-19,3023.54,604.71,JPY,Dr
264176451,IN926286,Purple Plumbers Limited,V_PU001,2024-06-16,2024-06-23,2024-07-02,,8759.12,1751.82,USD,Dr
704537742,IN278724,Purple Plumbers Limited,V_PU001,2024-07-21,2024-07-28,2024-08-09,2024-08-24,5374.15,1074.83,USD,Dr
392052861,IN318010,Eco Electronics,V_EC001,2024-10-12,2024-10-15,2024-12-01,2024-12-06,7440.12,1488.02,AUD,Dr
214113331,IN152935,Sunny Solutions Ltd.,V_SU001,2024-02-27,2024-03-01,2024-04-19,2024-05-15,9973.12,1994.62,AUD,Dr
941961753,IN821378,Purple Plumbers Limited,V_PU001,2024-03-21,2024-04-02,2024-04-08,,-8870.68,-1774.14,USD,Cr
393667123,IN852519,Eco Electronics,V_EC001,2023-12-30,2024-01-01,2024-01-16,2024-01-23,7729.75,1545.95,JPY,Dr
908307597,IN707003,Velocity Ventures,V_VE001,2024-10-16,2024-10-23,2024-12-12,,9142.49,1828.5,USD,Dr
504368564,IN706012,QuickFix Mechanics,V_QU001,2024-04-08,2024-04-16,2024-05-26,,2553.13,510.63,CAD,Dr
814317656,IN618759,Global Tech Solutions,V_GL001,2024-06-02,2024-06-03,2024-07-22,2024-08-02,1259.85,251.97,EUR,Dr
797917353,IN706678,Eco Electronics,V_EC001,2024-06-08,2024-06-20,2024-07-02,,8788.84,1757.77,JPY,Dr
147132659,IN675367,Global Tech Solutions,V_GL001,2024-01-02,2024-01-13,2024-01-30,2024-02-21,4263.8,852.76,EUR,Dr
694456375,IN256212,Sunny Solutions Ltd.,V_SU001,2024-09-19,2024-10-04,2024-10-22,,9365.83,1873.17,AUD,Dr
757901228,IN392467,Purple Plumbers Limited_J,V_PU001,2024-05-27,2024-05-30,2024-07-10,,7808.1,1561.62,USD,Dr
173609811,IN490163,Eco Electronics,V_EC001,2024-02-23,2024-02-26,2024-03-28,,4445.46,889.09,JPY,Dr
667626770,IN488691,QuickFix Mechanics,V_QU001,2024-08-19,2024-08-23,2024-10-16,2024-11-13,5630.64,1126.13,CAD,Dr
850680593,IN225420,Velocity Ventures,V_VE001,2024-03-11,2024-03-15,2024-05-01,2024-05-25,7820.45,1564.09,USD,Dr
957311087,IN163993,Velocity Ventures,V_VE001,2024-04-18,2024-04-28,2024-05-29,2024-06-01,7758.44,1551.69,USD,Dr
727467051,IN639078,Sunny Solutions Ltd.,V_SU001,2024-01-09,2024-01-13,2024-01-30,2024-02-08,7483.45,1496.69,CAD,Dr
629531401,IN332887,Global Tech Solutions,V_GL001,2023-12-29,2024-01-10,2024-02-14,2024-03-12,5563.74,1112.75,EUR,Dr
642390559,IN768102,Artic Apples Co.,V_AR001,2024-12-03,2024-12-10,2025-01-13,2025-02-08,296.57,59.31,GBP,Dr
150815829,IN482842,Velocity Ventures,V_VE001,2023-12-10,2023-12-25,2024-01-27,2024-02-07,6499.31,1299.86,USD,Dr
661378915,IN675213,Artic Apples Co.,V_AR001,2024-04-21,2024-04-21,2024-06-18,2024-06-21,887.76,177.55,GBP,Dr
199154000,IN498167,QuickFix Mechanics,V_QU001,2024-08-31,2024-09-15,2024-10-19,2024-11-07,-7498.12,-1499.62,CAD,Cr
301427855,IN559365,Sunny Solutions Ltd.,V_SU001,2024-08-27,2024-09-11,2024-10-03,2024-10-13,6684.52,1336.9,AUD,Dr
602143023,IN269624,Global Tech Solutions,V_GL001,2024-10-23,2024-11-02,2024-11-13,,5952.58,1190.52,EUR,Dr
337770193,IN287079,QuickFix Mechanics,V_QU001,2024-02-22,2024-03-01,2024-04-17,2024-04-30,1661.38,332.28,CAD,Dr
731834712,IN738896,Blue Banana Inc.,V_BL001,2023-12-08,2023-12-18,2024-01-10,,6276.19,1255.24,USD,Dr
748545818,IN396328,Blue Banana Inc.,V_BL001,2024-04-15,2024-04-17,2024-05-15,2024-05-31,4139.81,827.96,AUD,Dr
639616505,IN101961,Velocity Ventures_G,V_VE001,2024-11-24,2024-12-03,2025-01-05,,2897.68,579.54,USD,Dr
978576233,IN611205,Purple Plumbers Limited,V_PU001,2024-10-31,2024-11-01,2024-12-13,2024-12-29,4564.9,912.98,USD,Dr
891780692,IN943192,QuickFix Mechanics,V_QU001,2024-11-28,2024-12-10,2024-12-22,2025-01-04,8018.46,1603.69,CAD,Dr
845772425,IN717720,Velocity Ventures,V_VE001,2024-07-22,2024-07-22,2024-08-27,2024-09-08,927.17,185.43,USD,Dr
924992793,IN526668,Purple Plumbers Limited,V_PU001,2024-10-31,2024-11-12,2024-12-13,,9111.78,1822.36,USD,Dr
440866507,IN543066,QuickFix Mechanics,V_QU001,2024-04-16,2024-04-17,2024-05-02,2024-05-21,8354.6,1670.92,CAD,Dr
168350495,IN133789,Global Tech Solutions,V_GL001,2024-02-14,2024-02-15,2024-03-17,2024-03-21,6305.39,1261.08,EUR,Dr
850651423,IN463153,Sunny Solutions Ltd.,V_SU001,2024-10-06,2024-10-20,2024-11-16,2024-11-28,9648.0,1929.6,AUD,Dr
546949307,IN244238,Purple Plumbers Limited,V_PU001,2024-07-12,2024-07-20,2024-09-07,2024-09-19,5586.04,1117.21,USD,Dr
926031096,IN105407,QuickFix Mechanics,V_QU001,2024-06-22,2024-06-27,2024-08-11,2024-09-03,913.14,182.63,CAD,Dr
414667084,IN895154,Global Tech Solutions_S,V_GL001,2024-08-19,2024-08-30,2024-09-26,2024-10-13,-9869.56,-1973.91,EUR,Cr
387485509,IN174148,Global Tech Solutions,V_GL001,2024-08-16,2024-08-21,2024-10-04,2024-10-15,4056.87,811.37,EUR,Dr
822400227,IN187949,Artic Apples Co.,V_AR001,2024-01-12,2024-01-26,2024-02-28,2024-03-03,6079.66,1215.93,GBP,Dr
411122191,IN769502,Eco Electronics,V_EC001,2024-09-10,2024-09-25,2024-10-15,,1824.07,364.81,JPY,Dr
916128821,IN804462,Artic Apples Co.,V_AR001,2024-04-16,2024-04-29,2024-05-23,2024-05-25,6076.78,1215.36,GBP,Dr
700094148,IN709963,Blue Banana Inc.,V_BL001,2024-04-27,2024-05-02,2024-05-31,2024-06-11,9091.65,1818.33,USD,Dr
445772923,IN892049,Velocity Ventures,V_VE001,2024-02-19,2024-02-25,2024-04-07,2024-04-28,-2782.31,-556.46,USD,Cr
107525485,IN657043,Sunny Solutions Ltd.,V_SU001,2024-10-18,2024-10-18,2024-11-21,,3866.64,773.33,AUD,Dr
800729156,IN863763,Eco Electronics,V_EC001,2023-12-06,2023-12-06,2023-12-25,2024-01-18,7336.92,1467.38,JPY,Dr
990399719,IN582893,Velocity Ventures,V_VE001,2024-07-24,2024-08-07,2024-08-29,2024-08-29,9812.81,1962.56,USD,Dr
139855364,IN474464,Sunny Solutions Ltd.,V_SU001,2024-10-27,2024-11-05,2024-12-12,,4683.88,936.78,AUD,Dr
949118927,IN528058,Blue Banana Inc._X,V_BL001,2024-04-14,2024-04-21,2024-06-12,2024-06-20,8503.37,1700.67,USD,Dr
497184010,IN978853,Sunny Solutions Ltd.,V_SU001,2024-03-05,2024-03-15,2024-04-29,2024-05-11,3224.18,644.84,AUD,Dr
843251742,IN357722,Velocity Ventures,V_VE001,2024-06-15,2024-06-24,2024-07-07,2024-07-29,7284.05,1456.81,USD,Dr
516573336,IN578787,Sunny Solutions Ltd.,V_SU001,2024-06-04,2024-06-16,2024-07-12,2024-07-30,4985.56,997.11,AUD,Dr
692744820,IN231612,Eco Electronics,V_EC001,2024-06-06,2024-06-07,2024-07-04,,4270.48,854.1,JPY,Dr
925790833,IN993974,Artic Apples Co.,V_AR001,2024-03-19,2024-04-02,2024-04-04,2024-05-01,3307.41,661.48,GBP,Dr
967844670,IN173985,Global Tech Solutions,V_GL001,2024-01-24,2024-01-24,2024-02-19,2024-03-12,8280.0,1656.0,EUR,Dr
898623455,IN288567,Sunny Solutions Ltd.,V_SU001,2024-04-06,2024-04-21,2024-05-08,2024-05-17,5758.04,1151.61,AUD,Dr
562242788,IN455009,QuickFix Mechanics,V_QU001,2024-09-25,2024-10-04,2024-11-23,2024-12-12,-1696.98,-339.4,CAD,Cr
803461912,IN499931,Purple Plumbers Limited,V_PU001,2024-11-25,2024-11-25,2025-01-09,2025-01-20,4748.92,949.78,USD,Dr
750162065,IN264527,Blue Banana Inc.,V_BL001,2024-11-25,2024-11-27,2024-12-16,2024-12-17,3495.71,699.14,USD,Dr
920432364,IN267817,Purple Plumbers Limited,V_PU001,2024-04-15,2024-04-27,2024-06-01,2024-06-17,1861.93,372.39,USD,Dr
634411819,IN333440,QuickFix Mechanics,V_QU001,2024-10-02,2024-10-17,2024-10-18,2024-10-26,6102.53,1220.51,CAD,Dr
780611078,IN379058,Eco Electronics,V_EC001,2024-10-05,2024-10-18,2024-11-20,2024-12-12,9561.42,1912.28,JPY,Dr
143527873,IN652070,Sunny Solutions Ltd.,V_SU001,2024-09-23,2024-09-30,2024-10-14,2024-11-06,7532.33,1506.47,AUD,Dr
809201955,IN256855,Global Tech Solutions,V_GL001,2023-12-31,2024-01-07,2024-02-17,2024-02-28,2860.33,572.07,EUR,Dr
216267274,IN485891,Purple Plumbers Limited,V_PU001,2024-04-10,2024-04-25,2024-04-30,2024-05-16,7869.74,1573.95,USD,Dr
927876012,IN634315,Sunny Solutions Ltd.,V_SU001,2024-10-11,2024-10-12,2024-11-09,2024-12-02,9897.02,1979.4,AUD,Dr
341372486,IN645568,Sunny Solutions Ltd.,V_SU001,2024-09-29,2024-10-14,2024-10-20,2024-10-20,7954.7,1590.94,AUD,Dr
623519628,IN385423,Blue Banana Inc.,V_BL001,2024-04-06,2024-04-06,2024-05-02,2024-05-02,6837.17,1367.43,USD,Dr
947777795,IN719644,Global Tech Solutions,V_GL001,2023-12-07,2023-12-08,2024-01-14,2024-01-26,1048.67,209.73,EUR,Dr
616899367,IN530312,Blue Banana Inc.,V_BL001,2024-07-21,2024-07-31,2024-08-22,2024-09-04,7289.29,1457.86,USD,Dr
512907001,IN407898,Purple Plumbers Limited,V_PU001,2024-12-01,2024-12-01,2025-01-30,2025-02-15,2297.58,459.52,USD,Dr
179849085,IN112841,Velocity Ventures,V_VE001,2024-06-26,2024-07-05,2024-07-23,2024-08-12,4139.59,827.92,USD,Dr
265439909,IN392224,Eco Electronics,V_EC001,2024-01-02,2024-01-10,2024-01-24,2024-01-30,913.34,182.67,JPY,Dr
825200196,IN374170,Sunny Solutions Ltd.,V_SU001,2024-04-04,2024-04-11,2024-04-21,2024-04-28,3581.94,716.39,AUD,Dr
150978342,IN869987,Blue Banana Inc.,V_BL001,2024-07-01,2024-07-08,2024-07-17,2024-07-22,6680.12,1336.02,USD,Dr
748103488,IN883939,QuickFix Mechanics,V_QU001,2024-01-29,2024-02-02,2024-03-25,2024-04-04,9594.82,1918.96,CAD,Dr
128781368,IN549645,QuickFix Mechanics,V_QU001,2024-09-11,2024-09-13,2024-10-06,2024-10-08,3682.17,736.43,CAD,Dr
509221178,IN864645,Sunny Solutions Ltd.,V_SU001,2024-10-06,2024-10-09,2024-11-11,2024-12-09,9467.98,1893.6,AUD,Dr
502056629,IN458278,Eco Electronics,V_EC001,2024-09-21,2024-09-28,2024-11-15,,-7555.46,-1511.09,JPY,Cr
388671978,IN922695,QuickFix Mechanics,V_QU001,2023-12-28,2024-01-10,2024-02-24,2024-03-19,-1428.94,-285.79,CAD,Cr
815361675,IN780285,Purple Plumbers Limited,V_PU001,2024-12-04,2024-12-17,2024-12-26,,-9730.33,-1946.07,USD,Cr
234606207,IN733160,Velocity Ventures,V_VE001,2023-12-17,2023-12-25,2024-01-28,,9687.36,1937.47,USD,Dr
279481824,IN503975,Purple Plumbers Limite,V_PU001,2024-03-24,2024-04-01,2024-04-22,,5882.45,1176.49,USD,Dr
597079901,IN609808,Artic Apples Co.,V_AR001,2024-04-13,2024-04-23,2024-05-22,2024-06-12,-3200.34,-640.07,GBP,Cr
357220831,IN423990,Artic Apples Co.,V_AR001,2024-10-19,2024-10-31,2024-10-18,2024-12-21,4268.4,853.68,GBP,Dr
545814319,IN202189,QuickFix Mechanics,V_QU001,2023-12-09,2023-12-18,2024-01-08,2024-01-13,3931.24,786.25,CAD,Dr
644202429,IN295575,Global Tech Solutions,V_GL001,2024-04-22,2024-05-06,2024-06-03,,629.64,125.93,EUR,Dr
544783676,IN431224,Blue Banana Inc.,V_BL001,2023-12-20,2023-12-25,2024-01-12,2024-01-18,3776.65,755.33,USD,Dr
324475632,IN501409,Blue Banana Inc.,V_BL001,2024-07-02,2024-07-06,2024-08-11,2024-08-17,6021.64,1204.33,USD,Dr
576189750,IN946720,Artic Apples Co.,V_AR001,2024-06-14,2024-06-22,2024-08-07,2024-08-12,4412.63,882.53,GBP,Dr
797310607,IN809348,Purple Plumbers Limited,V_PU001,2024-03-29,2024-04-02,2024-04-20,2024-05-01,-3801.06,-760.21,USD,Cr
574544663,IN230958,Sunny Solutions Ltd.,V_SU001,2024-06-11,2024-06-24,2024-07-02,2024-07-22,7257.02,1451.4,AUD,Dr
