Internal Reference,Invoice Number,Supplier Name,Supplier Reference,Invoice Date,Posting Date,Due Date,Payment Date,Gross Amount,VAT Amount,Gross Amount_standardized,VAT Amount_standardized,Currency Code_CAD,Currency Code_EUR,Currency Code_GBP,Currency Code_JPY,Currency Code_USD,Debit/Credit_Dr
848523583,IN982975,Purple Plumbers Limited,V_PU001,2024-07-06,2024-07-09,2024-08-05,2024-08-23,1457.05,291.41,-0.4525248662228941,-0.4525248618640148,False,False,False,False,True,True
809636183,IN213502,Eco Electronics,V_EC001,2024-02-24,2024-02-26,2024-03-28,2024-04-12,2997.22,599.44,-0.21982327522666836,-0.21982628270343893,False,False,False,True,False,True
259161416,IN463026,Eco Electronics,V_EC001,2024-11-14,2024-11-26,2024-12-23,2025-01-11,71.23,14.25,-0.6619059857320326,-0.6619029685424073,False,False,False,True,False,True
887587767,IN191440,Eco Electronics,V_EC001,2024-05-09,2024-05-24,2024-07-05,2024-08-02,133.9,26.78,-0.6524372850640976,-0.65243728923558,False,False,False,True,False,True
652668013,IN829233,Artic Apples Co.,V_AR001,2024-08-13,2024-08-24,2024-09-09,2024-10-07,2963.28,592.66,-0.22495121045356656,-0.2249481746188651,False,False,True,False,False,True
641629614,IN299280,Blue Banana Inc.,V_BL001,2024-02-11,2024-02-22,2024-04-06,2024-04-11,8072.12,1614.42,0.5469344879726841,0.546931513213846,False,False,False,False,True,True
741759609,IN609472,Global Tech Solutions,V_GL001,2024-08-07,2024-08-11,2024-09-21,,4152.52,830.5,-0.045271019256262576,-0.04527401928480228,False,True,False,False,False,True
108293403,IN464869,Blue Banana Inc.,V_BL001,2024-10-01,2024-10-05,2024-11-01,2024-11-16,4488.59,897.72,0.005505209138071527,0.005506743923891411,False,False,False,False,True,True
868440718,IN176960,QuickFix Mechanics,V_QU001,2024-01-30,2024-02-06,2024-03-15,2024-04-10,-7217.2,-1443.44,-1.7631021243820661,-1.7631021759461663,True,False,False,False,False,False
723423509,IN421485,Eco Electronics,V_EC001,2024-09-21,2024-10-06,2024-11-15,2024-12-07,2494.84,498.97,-0.29572699058580654,-0.29572546865371346,False,False,False,True,False,True
338514576,IN377497,Velocity Ventures,V_VE001,2024-01-02,2024-01-05,2024-01-28,2024-02-13,1076.71,215.34,-0.5099897714732915,-0.5099912804490391,False,False,False,False,True,True
798379970,IN788130,Global Tech Solutions,V_GL001,2024-03-12,2024-03-23,2024-05-02,2024-05-13,-6102.91,-1220.58,-1.5947459975706204,-1.59474453106831,False,True,False,False,False,False
209140607,IN133184,Artic Apples Co.,V_AR001,2024-06-16,2024-06-28,2024-08-01,,1182.37,236.47,-0.49402578691011917,-0.4940288060872465,False,False,True,False,False,True
720098262,IN809147,Velocity Ventures,V_VE001,2024-10-08,2024-10-22,2024-12-04,,8986.4,1797.28,0.6850714537725823,0.6850715066732588,False,False,False,False,True,True
803776079,IN305205,Velocity Ventures,V_VE001,2024-06-23,2024-07-04,2024-07-17,2024-08-14,6646.55,1329.31,0.33154761050039877,0.331547648316038,False,False,False,False,True,True
840490418,IN924376,Velocity Ventures,V_VE001,2023-12-17,2023-12-17,2024-02-11,2024-02-27,6895.7,1379.14,0.3691912481486516,0.3691912875705637,False,False,False,False,True,True
743222382,IN733409,Sunny Solutions Ltd.,V_SU001,2024-10-18,2024-10-19,2024-12-03,2024-12-20,7691.19,1538.24,0.48938044065440595,0.4893819960874211,False,False,False,False,False,True
234334101,IN190867,Velocity Ventures,V_VE001,2024-09-21,2024-09-25,2024-10-14,,-7890.67,-1578.13,-1.8648555285440926,-1.8648525626849186,False,False,False,False,True,False
504470988,IN721132,Velocity Ventures,V_VE001,2024-11-23,2024-11-26,2025-01-03,2025-01-27,6014.46,1202.89,0.23604623815007092,0.23604476100804866,False,False,False,False,True,True
110711382,IN910368,Purple Plumbers Limited,V_PU001,2024-10-22,2024-10-27,2024-12-10,,768.51,153.7,-0.5565551703221437,-0.5565566812848599,False,False,False,False,True,True
181955960,IN955434,QuickFix Mechanics_A,V_QU001,2024-02-24,2024-03-08,2024-04-15,2024-04-24,6842.32,1368.46,0.36112615732921055,0.3611231746418393,True,False,False,False,False,True
790830669,IN269644,Eco Electronics,V_EC001,2024-10-11,2024-10-13,2024-12-06,2025-01-05,9705.92,1941.18,0.7937824718768205,0.7937795076511079,False,False,False,True,False,True
137581107,IN482694,Purple Plumbers Limited,V_PU001,2024-05-30,2024-05-31,2024-06-28,2024-07-10,3434.7,686.94,-0.15372518733440393,-0.1537251702255946,False,False,False,False,True,True
142449781,IN395957,QuickFix Mechanics,V_QU001,2024-01-07,2024-01-18,2024-01-23,2024-02-13,2452.69,490.54,-0.30209536035050194,-0.30209383869015033,True,False,False,False,False,True
952905635,IN812782,Purple Plumbers Limited,V_PU001,2024-09-09,2024-09-13,2024-10-22,2024-11-07,5368.74,1073.75,0.13848553294344892,0.13848707340360497,False,False,False,False,True,True
376436270,IN797801,Velocity Ventures,V_VE001,2024-10-15,2024-10-27,2024-11-17,2024-11-18,8662.8,1732.56,0.6361792958637938,0.6361793466782177,False,False,False,False,True,True
805393973,IN608084,Velocity Ventures,V_VE001,2023-12-10,2023-12-18,2024-01-16,2024-01-16,8627.66,1725.53,0.6308700547361213,0.6308685944414264,False,False,False,False,True,True
724642938,IN370565,Velocity Ventures,V_VE001,2024-03-02,2024-03-06,2024-04-16,2024-04-25,927.48,185.5,-0.5325366711170756,-0.5325336484071976,False,False,False,False,True,True
579941455,IN716030,Velocity Ventures,V_VE001,2024-09-19,2024-09-26,2024-11-02,2024-11-06,2158.36,431.67,-0.3465651651629052,-0.34656666716524404,False,False,False,False,True,True
526361014,IN239792,QuickFix Mechanics,V_QU001,2024-01-19,2024-01-20,2024-02-16,2024-02-18,5410.91,1082.18,0.14485692447315723,0.1448554434400419,True,False,False,False,False,True
683891240,IN654374,Sunny Solutions Ltd.,V_SU001,2024-03-14,2024-03-16,2024-04-01,2024-04-13,2447.23,489.45,-0.30292030219902477,-0.30291726969130295,False,False,False,False,False,True
571981630,IN961080,Artic Apples Co.,V_AR001,2024-01-07,2024-01-09,2024-02-05,2024-02-21,1949.6,389.92,-0.3781063483675983,-0.378106340833244,False,False,True,False,False,True
848465815,IN626499,Global Tech Solutions,V_GL001,2024-05-05,2024-05-13,2024-05-30,2024-06-25,1227.71,245.54,-0.48717544562586557,-0.48717695362811453,False,True,False,False,False,True
854559409,IN902974,Velocity Ventures,V_VE001,2024-06-20,2024-07-02,2024-07-26,2024-08-17,9520.87,1904.17,0.7658235910949254,0.7658206256761935,False,False,False,False,True,True
792418043,IN586690,Purple Plumbers Limited,V_PU001,2024-01-07,2024-01-18,2024-02-06,,6893.36,1378.67,0.3688377016421418,0.36883623016639694,False,False,False,False,True,True
909170103,IN103623,Eco Electronics,V_EC001,2024-04-29,2024-05-14,2024-05-25,2024-05-28,5072.49,1014.5,0.09372563868980685,0.09372717724003608,False,False,False,True,False,True
200098132,IN437470,Eco Electronics,V_EC001,2024-06-21,2024-06-29,2024-08-02,2024-08-27,8690.33,1738.07,0.6403387554040564,0.6403418281611083,False,False,False,True,False,True
459575689,IN700977,Purple Plumbers Limited,V_PU001,2024-07-30,2024-08-12,2024-09-24,,4682.9,936.58,0.03486316712094129,0.034863192276908914,False,False,False,False,True,True
752549879,IN659210,Purple Plumbers Limited,V_PU001,2023-12-19,2023-12-24,2024-01-18,2024-02-11,5204.48,1040.9,0.11366777689246746,0.11367082717620862,False,False,False,False,True,True
149077004,IN627101,Blue Banana Inc._U,V_BL001,2023-12-06,2023-12-15,2024-02-04,2024-02-14,7664.88,1532.98,0.48540530877993066,0.48540837492589584,False,False,False,False,True,True
910813751,IN547664,Artic Apples Co.,V_AR001,2024-04-30,2024-05-09,2024-06-16,2024-06-18,-5936.06,-1187.21,-1.5695369229504679,-1.5695354553724739,False,False,True,False,False,False
369523073,IN304806,Global Tech Solutions,V_GL001,2024-08-16,2024-08-24,2024-09-30,2024-10-04,5453.04,1090.61,0.15122227247283976,0.15122381347647865,False,True,False,False,False,True
814411807,IN935836,QuickFix Mechanics,V_QU001,2024-10-06,2024-10-21,2024-11-05,,562.97,112.59,-0.5876098493597592,-0.5876128725301648,True,False,False,False,False,True
650115712,IN306207,QuickFix Mechanics,V_QU001,2024-10-22,2024-10-30,2024-11-28,2024-12-11,-7384.09,-1476.82,-1.7883172425322447,-1.788318806054857,True,False,False,False,False,False
567553846,IN707471,Velocity Ventures,V_VE001,2024-09-06,2024-09-12,2024-10-07,2024-10-30,6645.35,1329.07,0.3313663045996245,0.3313663424075274,False,False,False,False,True,True
165097812,IN516994,Eco Electronics,V_EC001,2024-09-01,2024-09-05,2024-09-23,2024-09-24,4279.4,855.88,-0.026100942014399046,-0.02610091945980012,False,False,False,True,False,True
641003361,IN960912,Eco Electronics,V_EC001,2024-04-02,2024-04-05,2024-04-17,2024-04-28,2102.22,420.44,-0.3550472595541271,-0.35505027280097196,False,False,False,True,False,True
745502340,IN942645,Sunny Solutions Ltd.,V_SU001,2024-08-15,2024-08-15,2024-09-05,2024-09-23,4656.06,931.21,0.030807958473624098,0.03080647257398292,False,False,False,False,False,True
154681701,IN449305,Purple Plumbers Limited,V_PU001,2024-02-11,2024-02-25,2024-04-09,,4397.64,879.53,-0.008236267258109867,-0.00823473305864564,False,False,False,False,True,True
672840986,IN168294,Artic Apples Co.,V_AR001,2024-10-01,2024-10-15,2024-10-30,2024-11-25,8787.52,1757.5,0.655023022484264,0.6550200523376171,False,False,True,False,False,True
781101383,IN540936,Artic Apples Co.,V_AR001,2024-02-25,2024-03-05,2024-04-08,2024-05-08,7423.58,1484.72,0.4489477138992426,0.44895077848954423,False,False,True,False,False,True
107849627,IN352790,Eco Electronics,V_EC001,2024-03-03,2024-03-05,2024-04-10,,2698.52,539.7,-0.26495333569439117,-0.26495634509688376,False,False,False,True,False,True
123163625,IN352134,Purple Plumbers Limited,V_PU001,2024-01-01,2024-01-12,2024-01-25,,3459.88,691.98,-0.14992078518315763,-0.14991774614687078,False,False,False,False,True,True
155597457,IN926018,QuickFix Mechanics,V_QU001,2023-12-18,2023-12-20,2024-02-05,,-187.01,-37.4,-0.7009230155786504,-0.7009215109364719,True,False,False,False,False,False
953607418,IN204591,Sunny Solutions Ltd.,V_SU001,2024-04-03,2024-04-14,2024-05-24,2024-05-27,7727.86,1545.57,0.49492084680556564,0.49491938070985075,False,False,False,False,False,True
898650171,IN775103,Velocity Ventures,V_VE001,2024-10-09,2024-10-22,2024-12-08,2025-01-01,1422.73,284.55,-0.4577102149850376,-0.45770718908227787,False,False,False,False,True,True
680590714,IN195165,Global Tech Solutions,V_GL001,2024-05-01,2024-05-15,2024-05-18,2024-06-10,-3756.18,-751.24,-1.240182667133998,-1.2401857181500078,False,True,False,False,False,False
244327708,IN276748,Velocity Ventures,V_VE001,2024-01-27,2024-02-07,2024-03-16,2024-03-16,3296.89,659.38,-0.17454665915581966,-0.17454513205290195,False,False,False,False,True,True
272954387,IN554885,Global Tech Solutions,V_GL001,2024-09-29,2024-10-01,2024-10-15,2024-10-17,1435.69,287.14,-0.45575211125667575,-0.4557505961529337,False,True,False,False,False,True
768465232,IN754453,Blue Banana Inc.,V_BL001,2024-02-19,2024-02-28,2024-04-07,2024-04-08,6386.89,1277.38,0.29231603533786477,0.29231758236204436,False,False,False,False,True,True
410980469,IN727706,Velocity Ventures,V_VE001,2024-04-09,2024-04-23,2024-05-22,,2340.09,468.02,-0.31910789737315204,-0.31910637643873385,False,False,False,False,True,True
220937448,IN254285,Sunny Solutions Ltd.,V_SU001,2024-05-30,2024-06-07,2024-06-14,2024-06-28,2082.38,416.48,-0.3580448504469279,-0.3580418202913978,False,False,False,False,False,True
725933369,IN792952,Artic Apples Co.,V_AR001,2023-12-21,2023-12-23,2024-01-20,2024-02-10,2296.01,459.2,-0.3257678674615927,-0.3257693685765006,False,False,True,False,False,True
166544688,IN638890,Blue Banana Inc.,V_BL001,2024-04-03,2024-04-13,2024-05-31,2024-06-06,9294.52,1858.9,0.7316247655613831,0.7316217986833704,False,False,False,False,True,True
873420689,IN330364,Artic Apples Co.,V_AR001,2024-10-22,2024-10-31,2024-11-26,2024-12-20,38890.13787993669,7778.03,5.203174897804977,5.2031769746946015,False,False,True,False,False,True
350691175,IN698851,Eco Electronics,V_EC001,2024-11-29,2024-12-12,2025-01-28,2025-01-31,7937.03,1587.41,0.5265239761930233,0.5265270440935423,False,False,False,True,False,True
318506653,IN925393,Eco Electronics,V_EC001,2024-02-09,2024-02-15,2024-03-17,2024-03-26,3398.59,679.72,-0.15918098406520226,-0.1591794563066236,False,False,False,True,False,True
992848379,IN251468,Eco Electronics,V_EC001,2024-02-25,2024-03-07,2024-03-11,2024-04-08,2999.82,599.96,-0.21943044577499077,-0.2194334532349992,False,False,False,True,False,True
764843369,IN317287,Purple Plumbers Limited,V_PU001,2024-04-10,2024-04-21,2024-06-05,2024-06-20,9521.25,1904.25,0.7658810046301704,0.7658810609790303,False,False,False,False,True,True
637185901,IN810309,Purple Plumbers Limited,V_PU001,2024-09-09,2024-09-17,2024-10-31,2024-11-17,2449.25,489.85,-0.30261510393272145,-0.3026150931771185,False,False,False,False,True,True
451416462,IN132725,Artic Apples Co.,V_AR001,2024-04-03,2024-04-17,2024-05-12,2024-05-30,4469.15,893.83,0.002568053545528659,0.0025680773234478273,False,False,True,False,False,True
942084336,IN515610,Blue Banana Inc.,V_BL001,2024-09-19,2024-10-01,2024-10-28,2024-11-18,-2755.9,-551.18,-1.0890521117786118,-1.0890521345806647,False,False,False,False,True,False
490681174,IN549012,Artic Apples Co.,V_AR001,2024-05-30,2024-06-07,2024-07-27,2024-08-01,4826.73,965.35,0.05659419021124116,0.05659723805962412,False,False,True,False,False,True
462152725,IN643394,Velocity Ventures,V_VE001,2024-08-17,2024-08-23,2024-09-07,2024-09-25,3330.95,666.19,-0.169400593338844,-0.16940057689891197,False,False,False,False,True,True
637979478,IN278191,Velocity Ventures,V_VE001,2024-10-08,2024-10-19,2024-11-16,2024-11-20,7060.66,1412.13,0.39411476597508466,0.3941132955779246,False,False,False,False,True,True
805159253,IN531269,Purple Plumbers Limited,V_PU001,2024-09-01,2024-09-08,2024-10-30,,6406.11,1281.22,0.29521995151526553,0.29521847689821484,False,False,False,False,True,True
888520781,IN488744,Artic Apples Co.,V_AR001,2024-12-04,2024-12-05,2025-01-23,2025-02-17,3205.35,641.07,-0.18837727761988177,-0.18837726198969426,False,False,True,False,False,True
170255822,IN842278,Artic Apples Co.,V_AR001,2024-03-25,2024-04-02,2024-04-27,2024-05-18,8202.42,1640.48,0.5666212870317543,0.5666183131129617,False,False,True,False,False,True
971262433,IN247953,Sunny Solutions Ltd.,V_SU001,2024-03-05,2024-03-18,2024-05-03,2024-05-24,-3482.97,-696.59,-1.198903846175221,-1.1989008518995599,False,False,False,False,False,False
286286649,IN223323,Artic Apples Co.,V_AR001,2024-09-21,2024-10-02,2024-10-19,2024-10-31,1578.12,315.62,-0.43423261171727917,-0.43423562834300217,False,False,True,False,False,True
710672156,IN639187,QuickFix Mechanics,V_QU001,2024-11-03,2024-11-10,2025-01-01,2025-01-17,3354.33,670.87,-0.16586815003875907,-0.16586511168295417,True,False,False,False,False,True
842006524,IN254419,Blue Banana Inc.,V_BL001,2024-03-27,2024-04-11,2024-05-13,2024-05-23,1705.14,341.03,-0.41504138212032515,-0.41503986527943615,False,False,False,False,True,True
667585545,IN113415,QuickFix Mechanics,V_QU001,2024-01-03,2024-01-18,2024-02-04,2024-02-12,3008.3,601.66,-0.21814921740951942,-0.2181492030497154,True,False,False,False,False,True
753475026,IN996344,Blue Banana Inc.,V_BL001,2024-02-25,2024-03-04,2024-03-21,2024-04-18,2426.34,485.27,-0.3060765357550031,-0.30607501426453027,False,False,False,False,True,True
756940869,IN721784,Velocity Ventures,V_VE001,2024-08-12,2024-08-18,2024-10-04,2024-10-16,4834.18,966.84,0.05771979767854805,0.05772284557496113,False,False,False,False,True,True
345832807,IN357930,Blue Banana Inc.,V_BL001,2024-10-21,2024-10-21,2024-12-08,2024-12-24,5576.54,1115.31,0.1698816714275226,0.16988321322736732,False,False,False,False,True,True
638559375,IN638729,Global Tech Solutions,V_GL001,2024-01-19,2024-01-19,2024-02-27,2024-03-26,9631.1,1926.22,0.7824780489635462,0.7824781060206102,False,True,False,False,False,True
986665414,IN661842,Sunny Solutions Ltd.,V_SU001,2024-03-09,2024-03-17,2024-04-27,2024-05-20,1699.45,339.89,-0.4159010742664964,-0.4159010683448618,False,False,False,False,False,True
450710447,IN908821,Velocity Ventures,V_VE001,2023-12-23,2023-12-25,2024-02-10,2024-02-21,1838.54,367.71,-0.3948862094842548,-0.3948846917833346,False,False,False,False,True,True
256790727,IN753342,Purple Plumbers Limited,V_PU001,2024-08-31,2024-09-15,2024-09-16,2024-10-05,3018.4,603.68,-0.21662322607800286,-0.21662321165308404,False,False,False,False,True,True
639850052,IN798764,Global Tech Solutions,V_GL001,2024-10-02,2024-10-07,2024-10-23,2024-11-05,4556.11,911.22,0.015706687821635718,0.015705201277615963,False,False,False,True,False,True
537888961,IN495846,Artic Apples Co.,V_AR001,2024-10-30,2024-11-06,2024-11-18,2024-12-15,5902.4,1180.48,0.21911528878276915,0.21911532180086585,False,False,True,False,False,True
250064966,IN656114,Sunny Solutions Ltd.,V_SU001,2024-11-27,2024-11-28,2025-01-07,2025-01-12,3624.47,724.89,-0.12505317000946334,-0.12505617344234674,False,False,False,False,False,True
427259963,IN599633,Eco Electronics,V_EC001,2024-10-20,2024-11-04,2024-11-09,,8320.08,1664.02,0.5843983306026691,0.5844014009727155,False,False,False,True,False,True
739139850,IN539592,Velocity Ventures,V_VE001,2023-12-27,2024-01-02,2024-02-01,2024-02-13,1356.28,271.26,-0.46775002924041154,-0.46774700376605555,False,False,False,False,True,True
613573348,IN703638,Eco Electronics,V_EC001,2024-05-13,2024-05-14,2024-06-22,,2057.06,411.41,-0.36187040495326456,-0.3618719076086855,False,False,False,True,False,True
661696774,IN684779,Sunny Solutions Ltd.,V_SU001,2024-11-26,2024-11-26,2024-12-12,2025-01-04,140.57,28.11,-0.6514295264322941,-0.6514325523259167,False,False,False,False,False,True
520683460,IN137922,Global Tech Solutions,V_GL001,2024-10-10,2024-10-13,2024-11-01,2024-11-13,9611.94,1922.39,0.7795831980811841,0.7795847658972943,False,True,False,False,False,True
504069621,IN420792,QuickFix Mechanics,V_QU001,2024-11-15,2024-11-30,2025-01-10,2025-01-28,5054.22,1010.84,0.09096525635051901,0.09096226213524856,True,False,False,False,False,True
486969333,IN922232,QuickFix Mechanics,V_QU001,2024-08-17,2024-08-23,2024-10-02,2024-10-05,2899.48,579.9,-0.2345906408447307,-0.23458760542134846,True,False,False,False,False,True
615867878,IN991155,Global Tech Solutions,V_GL001,2024-07-14,2024-07-15,2024-07-31,2024-08-16,9258.72,1851.74,0.7262158061882845,0.7262128390794691,False,True,False,False,False,True
115758181,IN296420,Sunny Solutions Ltd.,V_SU001,2024-11-07,2024-11-09,2025-01-01,,4991.11,998.22,0.08143007685230003,0.08142859311272975,False,False,False,False,False,True
150451081,IN473512,Eco Electronics,V_EC001,2024-10-09,2024-10-24,2024-10-27,2024-11-03,2785.64,557.13,-0.25179052729818086,-0.2517890034912972,False,False,False,True,False,True
904236589,IN102076,QuickFix Mechanics,V_QU001,2024-08-01,2024-08-07,2024-08-27,2024-09-07,5450.91,1090.18,0.15090045449896544,0.1508989737237305,True,False,False,False,False,True
275261897,IN440943,Sunny Solutions Ltd.,V_SU001,2024-05-18,2024-06-01,2024-06-08,2024-06-30,6416.7,1283.34,0.29681997608959826,0.29682001242339223,False,False,False,False,False,True
952367330,IN917431,Velocity Ventures,V_VE001,2023-12-25,2023-12-27,2024-02-07,2024-02-21,9144.13,1828.83,0.7089026035468504,0.7089056792295557,False,False,False,False,True,True
975058882,IN110970,Blue Banana Inc.,V_BL001,2023-12-13,2023-12-23,2024-02-04,2024-02-10,4829.24,965.85,0.056973421720360656,0.05697495870235465,False,False,False,False,True,True
376090651,IN799797,Artic Apples Co.,V_AR001,2024-10-14,2024-10-23,2024-11-18,2024-11-28,8945.05,1789.01,0.6788239546084031,0.6788240072424956,False,False,True,False,False,True
970529059,IN609499,QuickFix Mechanics,V_QU001,2024-07-25,2024-08-03,2024-08-29,2024-09-15,2902.16,580.43,-0.23418572433300155,-0.2341872215400541,True,False,False,False,False,True
960869295,IN471755,Blue Banana Inc.,V_BL001,2024-01-14,2024-01-26,2024-02-09,2024-02-29,8493.49,1698.7,0.6105985441470542,0.6106001047525057,False,False,False,False,True,True
973267581,IN177413,Velocity Ventures,V_VE001,2024-10-20,2024-10-28,2024-12-05,2024-12-22,4349.82,869.96,-0.015461307403963679,-0.015464306160508109,False,False,False,False,True,True
276216832,IN485437,Velocity Ventures,V_VE001,2024-08-20,2024-08-29,2024-09-07,,-7441.14,-1488.23,-1.7969368272315538,-1.796938391121968,False,False,False,False,True,False
988856840,IN951075,Purple Plumbers Limited,V_PU001,2024-07-27,2024-08-06,2024-08-13,2024-08-17,1989.95,397.99,-0.3720099374540643,-0.37200992965957314,False,False,False,False,True,True
200724898,IN213539,Purple Plumbers Limited,V_PU001,2024-04-02,2024-04-16,2024-04-23,2024-05-17,6265.23,1253.05,0.27393463876436897,0.27393769588677624,False,False,False,False,True,True
613903851,IN255109,Purple Plumbers Limited,V_PU001,2024-06-16,2024-06-18,2024-07-22,2024-08-06,8222.95,1644.59,0.5697231288175004,0.5697231767962067,False,False,False,False,True,True
296119109,IN848285,Global Tech Solutions,V_GL001,2024-07-28,2024-08-07,2024-08-31,2024-09-12,-5555.48,-1111.1,-1.5120357565199156,-1.5120388191360314,False,True,False,False,False,False
574704952,IN747987,Artic Apples Co._Q,V_AR001,2024-02-14,2024-02-19,2024-03-08,2024-03-29,4823.32,964.66,0.05607897927654103,0.05607598357265593,False,False,True,False,False,True
945320539,IN897047,Eco Electronics,V_EC001,2024-05-02,2024-05-02,2024-05-19,2024-06-05,2706.75,541.35,-0.2637098793915811,-0.26370986697587295,False,False,False,True,False,True
731565256,IN269472,Artic Apples Co.,V_AR001,2024-02-29,2024-03-11,2024-04-12,2024-04-12,4485.36,897.07,0.005017194088487442,0.0050157070883417275,False,False,True,False,False,True
404413540,IN891979,Eco Electronics,V_EC001,2024-10-10,2024-10-25,2024-11-03,,725.12,145.02,-0.5631108895176393,-0.5631139116426621,False,False,False,True,False,True
202376253,IN594915,Purple Plumbers Limited,V_PU001,2024-06-03,2024-06-12,2024-06-24,,2178.59,435.72,-0.3435086498523527,-0.34350712995912663,False,False,False,False,True,True
715638324,IN489091,Global Tech Solutions_O,V_GL001,2024-10-24,2024-11-01,2024-12-06,2024-12-30,-7834.7,-1566.94,-1.8563991191554803,-1.8563991747006094,False,True,False,False,False,False
447678941,IN342136,QuickFix Mechanics,V_QU001,2023-12-18,2023-12-30,2024-01-08,2024-01-25,1018.26,203.65,-0.5188208797235038,-0.518822389076079,True,False,False,False,False,True
961581292,IN336844,Velocity Ventures,V_VE001,2024-11-03,2024-11-09,2024-11-27,2024-12-19,6270.17,1254.03,0.27468101472255635,0.2746780283465281,False,False,False,False,False,True
245230524,IN928274,Sunny Solutions Ltd.,V_SU001,2024-06-04,2024-06-08,2024-07-30,,-8067.69,-1613.54,-1.891601170673307,-1.8916027386030954,False,False,False,False,False,False
250687718,IN822849,Purple Plumbers Limited,V_PU001,2024-12-02,2024-12-16,2025-01-26,2025-02-25,8794.01,1758.8,0.6560035852309514,0.6560021260087164,False,False,False,False,True,True
153845533,IN217747,Eco Electronics,V_EC001,2024-09-07,2024-09-17,2024-10-22,2024-11-03,1671.63,334.33,-0.420104349399446,-0.4201013218920254,False,False,False,True,False,True
851322312,IN918905,Blue Banana Inc.,V_BL001,2024-01-27,2024-02-01,2024-03-04,2024-03-06,3459.84,691.97,-0.1499268287131834,-0.1499253005597254,False,False,False,False,True,True
801724183,IN227419,QuickFix Mechanics,V_QU001,2024-09-28,2024-09-28,2024-11-25,,2228.24,445.65,-0.3360071182078183,-0.3360055979944982,True,False,False,False,False,True
161256951,IN370936,Purple Plumbers Limited,V_PU001,2024-07-31,2024-08-07,2024-09-09,,7916.3,1583.26,0.5233919167571481,0.5233919627588788,False,False,False,False,True,True
175275365,IN559245,Sunny Solutions Ltd.,V_SU001,2024-08-26,2024-08-29,2024-10-15,2024-10-27,9007.13,1801.43,0.6882035132084573,0.6882065880079223,False,False,False,False,False,True
363175486,IN141083,Eco Electronics,V_EC001,2024-07-09,2024-07-15,2024-08-18,2024-08-30,4411.57,882.31,-0.006131607926622251,-0.006134606285063864,False,False,False,True,False,True
370337019,IN355512,Eco Electronics,V_EC001,2024-07-23,2024-07-23,2024-09-12,2024-09-26,4387.77,877.55,-0.009727508291978028,-0.009730506803858589,False,False,False,True,False,True
473059170,IN983733,Global Tech Solutions,V_GL001,2024-01-09,2024-01-10,2024-03-01,2024-03-17,6759.928914072355,1351.99,0.3486778322876439,0.3486810566702953,False,True,False,False,False,True
880543297,IN176591,Velocity Ventures,V_VE001,2023-12-11,2023-12-12,2024-01-16,2024-01-22,5641.07,1128.21,0.17963139624165766,0.1796284058098153,False,False,False,False,True,True
212357614,IN126720,Velocity Ventures_O,V_VE001,2024-11-25,2024-12-03,2025-01-21,2025-02-10,9210.04,1842.01,0.7188608301468762,0.7188623953719327,False,False,False,False,True,True
166421948,IN312270,Blue Banana Inc.,V_BL001,2024-03-07,2024-03-07,2024-04-14,2024-05-12,76513.10885605338,15302.62,10.88756376666178,10.887562916862175,False,False,False,False,True,True
141449216,IN851050,QuickFix Mechanics,V_QU001,2024-09-19,2024-10-04,2024-10-20,,8107.49,1621.5,0.5522784793980049,0.5522800375149105,True,False,False,False,False,True
879085785,IN106202,Sunny Solutions Ltd.,V_SU001,2024-09-25,2024-10-01,2024-11-21,2024-12-01,9787.0,1957.4,0.8060327072391337,0.8060327653012866,False,False,False,False,False,True
622012385,IN628382,Blue Banana Inc.,V_BL001,2024-08-05,2024-08-08,2024-10-03,2024-10-13,8278.35,1655.67,0.5780934179032448,0.5780934662391155,False,False,False,False,True,True
242403177,IN582545,Artic Apples Co.,V_AR001,2024-04-12,2024-04-15,2024-05-24,,3111.84,622.37,-0.20250553993771486,-0.20250401402781645,False,False,True,False,False,True
730733468,IN363194,Blue Banana Inc.,V_BL001,2024-04-21,2024-04-21,2024-05-24,,9121.56,1824.31,0.7054925417297883,0.7054910846192717,False,False,False,False,True,True
317471512,IN113702,Purple Plumbers Limited,V_PU001,2024-05-21,2024-05-28,2024-06-18,2024-06-28,3145.17,629.03,-0.19746976854371018,-0.1974727750666457,False,False,False,False,True,True
229342399,IN973065,QuickFix Mechanics,V_QU001,2024-09-11,2024-09-19,2024-10-26,2024-11-07,6318.16,1263.63,0.2819317398710197,0.28193026468695453,True,False,False,False,False,True
512878718,IN560224,Artic Apples Co.,V_AR001,2024-10-03,2024-10-16,2024-10-22,2024-10-26,5402.42,1080.48,0.14357418522517948,0.14357119325475803,False,False,True,False,False,True
435072396,IN323047,Sunny Solutions Ltd.,V_SU001,2024-08-15,2024-08-26,2024-09-25,2024-10-20,-5420.05,-1084.01,-1.4915738747350358,-1.4915739147128908,False,False,False,False,False,False
189191481,IN788421,Global Tech Solutions,V_GL001,2024-05-20,2024-05-20,2024-06-21,2024-06-25,1536.78,307.36,-0.440478599998952,-0.44047557336091064,False,True,False,False,False,True
782274250,IN189047,QuickFix Mechanics,V_QU001,2023-12-17,2023-12-27,2024-01-18,2024-02-08,2375.66,475.13,-0.31373368829770215,-0.31373518889910557,True,False,False,False,False,True
