Internal Reference,Invoice Number,Supplier Name,Supplier Reference,Invoice Date,Posting Date,Due Date,Payment Date,Gross Amount,VAT Amount,Currency Code,Debit/Credit
682500172,IN220296,Blue Banana Inc.,V_BL001,2024-01-11,2024-01-21,2024-01-30,2024-02-20,1518.34,303.67,GBP,Dr
361758027,IN403456,Purple Plumbers Limited,V_PU001,2024-04-22,2024-04-27,2024-06-21,,-2678.05,-535.61,USD,Cr
638833866,IN711061,Blue Banana Inc.,V_BL001,2024-11-13,2024-11-18,2025-01-05,,1589.15,317.83,USD,Dr
814920916,IN624261,Blue Banana Inc.,V_BL001,2024-01-12,2024-01-15,2024-03-09,2024-04-07,5649.75,1129.95,EUR,Dr
997431398,IN687938,Purple Plumbers Limited,V_PU001,2024-11-20,2024-12-04,2024-12-13,2025-01-06,4027.45,805.49,GBP,Dr
983581148,IN440216,Global Tech Solutions,V_GL001,2024-09-15,2024-09-23,2024-10-02,,2141.24,428.25,EUR,Dr
652641786,IN370651,Blue Banana Inc.,V_BL001,2024-01-14,2024-01-24,2024-03-05,,-8283.06,-1656.61,EUR,Cr
771897192,IN721490,Artic Apples Co.,V_AR001,2023-12-15,2023-12-29,2024-01-24,2024-02-09,-6173.19,-1234.64,EUR,Cr
539333482,IN592468,Purple Plumbers Limited,V_PU001,2024-04-03,2024-04-18,2024-05-16,2024-05-24,3735.46,747.09,USD,Dr
363796169,IN653037,Global Tech Solutions,V_GL001,2024-10-30,2024-11-04,2024-11-26,2024-12-15,6610.47,1322.09,USD,Dr
650256388,IN452717,Blue Banana Inc.,V_BL001,2024-11-01,2024-11-06,2024-11-29,2024-12-01,8500.39,1700.08,USD,Dr
204607596,IN516411,Artic Apples Co.,V_AR001,2024-09-28,2024-10-07,2024-10-17,2024-11-11,9503.21,1900.64,USD,Dr
230677547,IN852472,Blue Banana Inc.,V_BL001,2024-10-25,2024-11-05,2024-12-12,2025-01-07,853.3,170.66,GBP,Dr
773947386,IN954400,Artic Apples Co.,V_AR001,2024-03-27,2024-04-06,2024-05-05,,9947.23,1989.45,USD,Dr
244506617,IN402748,Blue Banana Inc.,V_BL001,2024-10-09,2024-10-24,2024-11-27,,3067.74,613.55,USD,Dr
783508268,IN880621,Purple Plumbers Limited,V_PU001,2024-06-20,2024-07-04,2024-07-27,2024-08-18,5704.11,1140.82,GBP,Dr
839702750,IN117937,Purple Plumbers Limited,V_PU001,2024-07-30,2024-08-08,2024-08-22,2024-08-26,9712.39,1942.48,EUR,Dr
808377787,IN951117,Blue Banana Inc.,V_BL001,2024-09-02,2024-09-14,2024-10-20,,8358.16,1671.63,EUR,Dr
949795655,IN814655,Artic Apples Co.,V_AR001,2024-02-20,2024-02-28,2024-04-17,2024-05-10,-6001.36,-1200.27,USD,Cr
502769739,IN940382,Purple Plumbers Limited,V_PU001,2024-11-01,2024-11-13,2024-12-15,2024-12-24,7106.35,1421.27,GBP,Dr
638650384,IN451838,Blue Banana Inc.,V_BL001,2024-07-07,2024-07-12,2024-08-30,,8804.24,1760.85,GBP,Dr
651337675,IN461942,Global Tech Solutions,V_GL001,2024-06-15,2024-06-18,2024-07-26,2024-08-13,9433.18,1886.64,GBP,Dr
116253159,IN464835,Global Tech Solutions,V_GL001,2024-05-21,2024-05-27,2024-07-12,,5341.74,1068.35,GBP,Dr
447470661,IN704609,Blue Banana Inc.,V_BL001,2024-10-21,2024-10-30,2024-12-04,2024-12-12,70.56,14.11,USD,Dr
367586387,IN611518,Blue Banana Inc.,V_BL001,2024-07-23,2024-08-03,2024-08-28,2024-09-17,5851.49,1170.3,USD,Dr
966849535,IN280261,Global Tech Solutions,V_GL001,2024-08-29,2024-09-06,2024-10-12,2024-10-30,6091.82,1218.36,USD,Dr
460462030,IN744639,Global Tech Solutions,V_GL001,2024-04-06,2024-04-15,2024-06-02,2024-06-09,7373.3,1474.66,EUR,Dr
933505755,IN386648,Artic Apples Co.,V_AR001,2024-06-26,2024-07-03,2024-08-01,2024-08-02,-9748.23,-1949.65,USD,Cr
714181634,IN968513,Blue Banana Inc.,V_BL001,2024-05-11,2024-05-15,2024-06-26,,9465.62,1893.12,EUR,Dr
529250663,IN409610,Purple Plumbers Limited,V_PU001,2024-11-16,2024-11-20,2025-01-10,2025-01-15,-7369.65,-1473.93,EUR,Cr
641175060,IN773864,Artic Apples Co.,V_AR001,2024-08-23,2024-08-26,2024-09-25,,2348.86,469.77,USD,Dr
268297874,IN381667,Artic Apples Co.,V_AR001,2024-05-15,2024-05-28,2024-06-19,2024-07-17,8558.93,1711.79,GBP,Dr
460257375,IN820299,Artic Apples Co.,V_AR001,2024-09-03,2024-09-14,2024-10-30,2024-11-01,3852.43,770.49,USD,Dr
296268351,IN742900,Artic Apples Co.,V_AR001,2024-05-07,2024-05-15,2024-07-03,2024-07-25,2404.25,480.85,USD,Dr
507383232,IN256467,Blue Banana Inc.,V_BL001,2024-01-30,2024-02-12,2024-03-20,2024-03-21,9843.69,1968.74,GBP,Dr
892685832,IN736611,Blue Banana Inc.,V_BL001,2024-11-10,2024-11-13,2025-01-04,2025-01-22,436.01,87.2,AUD,Dr
157481604,IN680238,Purple Plumbers Limited,V_PU001,2024-04-23,2024-05-06,2024-05-19,,12972.544102133757,2594.51,USD,Dr
277498773,IN329568,Artic Apples Co.,V_AR001,2024-11-07,2024-11-08,2025-01-03,2025-01-21,235.9,47.18,EUR,Dr
199330733,IN897200,Blue Banana Inc.,V_BL001,2024-02-02,2024-02-12,2024-03-26,2024-04-10,9986.58,1997.32,USD,Dr
334902851,IN193614,Blue Banana Inc.,V_BL001,2024-08-29,2024-09-07,2024-10-09,2024-11-04,420.97,84.19,GBP,Dr
498140051,IN509732,Global Tech Solutions,V_GL001,2024-04-17,2024-04-17,2024-05-15,,4002.63,800.53,USD,Dr
461746474,IN393635,Global Tech Solutions,V_GL001,2024-04-20,2024-05-05,2024-06-10,2024-06-27,-2995.51,-599.1,EUR,Cr
451528049,IN715778,Artic Apples Co.,V_AR001,2024-10-18,2024-10-22,2024-12-01,2024-12-13,8397.52,1679.5,USD,Dr
784958303,IN129884,Artic Apples Co.,V_AR001,2024-03-30,2024-04-10,2024-05-23,2024-05-30,-4146.07,-829.21,EUR,Cr
249746011,IN548645,Blue Banana Inc.,V_BL001,2024-04-26,2024-05-02,2024-06-02,2024-06-17,7623.17,1524.63,USD,Dr
773830312,IN523333,Global Tech Solutions,V_GL001,2024-10-19,2024-10-26,2024-11-12,2024-11-29,9753.93,1950.79,EUR,Dr
127496092,IN882090,Blue Banana Inc.,V_BL001,2023-12-31,2024-01-04,2024-02-16,2024-03-08,6913.62,1382.72,EUR,Dr
871583028,IN401714,Purple Plumbers Limited,V_PU001,2024-02-12,2024-02-26,2024-04-10,,7424.5,1484.9,GBP,Dr
246886600,IN273952,Global Tech Solutions,V_GL001,2024-02-06,2024-02-17,2024-02-25,,7764.12,1552.82,EUR,Dr
394959088,IN399286,Artic Apples Co.,V_AR001,2024-01-20,2024-02-04,2024-03-09,2024-03-21,-6006.2,-1201.24,EUR,Cr
443240111,IN440085,Global Tech Solutions,V_GL001,2024-01-12,2024-01-16,2024-02-27,,172.27,34.45,GBP,Dr
165255278,IN858610,Global Tech Solutions,V_GL001,2024-09-04,2024-09-12,2024-09-19,,31447.13393735397,6289.43,USD,Dr
314843686,IN179900,Purple Plumbers Limited,V_PU001,2024-04-15,2024-04-27,2024-06-14,2024-07-03,8095.59,1619.12,GBP,Dr
297075977,IN665252,Purple Plumbers Limited,V_PU001,2024-07-21,2024-07-25,2024-08-06,2024-08-24,7511.24,1502.25,GBP,Dr
942562979,IN466660,Blue Banana Inc.,V_BL001,2024-03-15,2024-03-24,2024-05-09,2024-05-15,159.43,31.89,USD,Dr
458802581,IN753769,Artic Apples Co.,V_AR001,2024-10-13,2024-10-24,2024-11-11,2024-12-10,5800.05,1160.01,USD,Dr
637499410,IN770411,Artic Apples Co.,V_AR001,2024-06-06,2024-06-13,2024-07-22,2024-08-15,-2582.73,-516.55,GBP,Cr
227246062,IN658133,Global Tech Solutions,V_GL001,2023-12-21,2023-12-23,2024-01-28,2024-02-05,1601.34,320.27,GBP,Dr
742220867,IN824104,Purple Plumbers Limited,V_PU001,2024-05-11,2024-05-13,2024-06-29,2024-07-05,9747.45,1949.49,EUR,Dr
759223975,IN238542,Global Tech Solutions,V_GL001,2023-12-08,2023-12-14,2023-12-24,2024-01-03,-735.74,-147.15,GBP,Cr
437071975,IN315656,Global Tech Solutions,V_GL001,2024-06-26,2024-07-07,2024-08-16,2024-09-04,3951.03,790.21,GBP,Dr
874950239,IN462387,Global Tech Solutions,V_GL001,2024-01-15,2024-01-25,2024-02-15,2024-02-24,2165.23,433.05,USD,Dr
365737949,IN563967,Purple Plumbers Limited,V_PU001,2024-01-05,2024-01-20,2024-02-06,2024-02-24,7579.87,1515.97,USD,Dr
808761355,IN356334,Purple Plumbers Limited,V_PU001,2024-01-22,2024-01-23,2024-03-04,2024-03-22,2850.74,570.15,USD,Dr
488050725,IN564891,Blue Banana Inc.,V_BL001,2024-03-13,2024-03-19,2024-05-01,2024-05-03,3451.05,690.21,EUR,Dr
357315698,IN568484,Purple Plumbers Limited,V_PU001,2024-11-07,2024-11-12,2024-11-23,,3821.85,764.37,USD,Dr
894490201,IN975733,Purple Plumbers Limited,V_PU001,2024-07-28,2024-08-10,2024-09-06,,9703.32,1940.66,GBP,Dr
540276679,IN283269,Artic Apples Co.,V_AR001,2024-02-25,2024-03-10,2024-04-25,,1993.1,398.62,GBP,Dr
927868610,IN700933,Artic Apples Co.,V_AR001,2024-09-04,2024-09-18,2024-09-30,2024-10-21,9310.6,1862.12,EUR,Dr
683845806,IN665478,Global Tech Solutions,V_GL001,2024-06-28,2024-06-29,2024-08-13,2024-09-07,6852.33,1370.47,USD,Dr
923276343,IN642217,Purple Plumbers Limited,V_PU001,2024-10-14,2024-10-15,2024-12-03,,1990.91,398.18,EUR,Dr
515528642,IN251503,Purple Plumbers Limited,V_PU001,2024-07-03,2024-07-13,2024-08-01,,1741.58,348.32,USD,Dr
391156665,IN441196,Global Tech Solutions,V_GL001,2024-02-26,2024-02-27,2024-04-02,2024-04-30,2362.85,472.57,GBP,Dr
604009022,IN426263,Purple Plumbers Limited,V_PU001,2024-10-26,2024-10-31,2024-10-18,2024-12-28,7802.71,1560.54,EUR,Dr
274251684,IN797963,Purple Plumbers Limited,V_PU001,2024-08-30,2024-09-13,2024-10-13,,5537.65,1107.53,GBP,Dr
945548857,IN858717,Purple Plumbers Limited,V_PU001,2024-06-07,2024-06-11,2024-07-10,2024-07-20,-9106.25,-1821.25,EUR,Cr
825795661,IN990630,Global Tech Solutions,V_GL001,2024-05-22,2024-05-24,2024-06-19,,5756.41,1151.28,EUR,Dr
552319788,IN350839,Blue Banana Inc.,V_BL001,2024-01-11,2024-01-20,2024-02-09,2024-03-02,3948.04,789.61,USD,Dr
517329319,IN221213,Purple Plumbers Limited,V_PU001,2024-05-04,2024-05-11,2024-05-29,2024-06-13,1241.79,248.36,EUR,Dr
225688993,IN662341,Purple Plumbers Limited,V_PU001,2024-03-05,2024-03-06,2024-03-27,2024-03-29,3443.82,688.76,USD,Dr
674998205,IN195662,Blue Banana Inc.,V_BL001,2024-04-01,2024-04-10,2024-05-07,2024-05-11,3255.8,651.16,GBP,Dr
535770625,IN768674,Purple Plumbers Limited,V_PU001,2024-08-26,2024-09-05,2024-10-10,2024-10-18,7072.62,1414.52,GBP,Dr
422229516,IN583425,Global Tech Solutions,V_GL001,2024-11-09,2024-11-24,2025-01-08,,7778.1,1555.62,GBP,Dr
140347932,IN645831,Blue Banana Inc.,V_BL001,2024-05-06,2024-05-09,2024-06-16,2024-06-26,8379.95,1675.99,EUR,Dr
582227914,IN787214,Artic Apples Co.,V_AR001,2024-07-30,2024-08-12,2024-09-24,2024-10-06,4808.16,961.63,USD,Dr
244560382,IN252480,Artic Apples Co.,V_AR001,2024-09-04,2024-09-16,2024-10-01,2024-10-03,915.78,183.16,GBP,Dr
170412301,IN693598,Blue Banana Inc.,V_BL001,2024-03-14,2024-03-24,2024-04-22,2024-05-21,3001.86,600.37,EUR,Dr
351417423,IN861167,Global Tech Solutions,V_GL001,2024-05-14,2024-05-21,2024-06-16,,5558.86,1111.77,USD,Dr
828224142,IN713745,Artic Apples Co.,V_AR001,2024-01-20,2024-01-31,2024-02-29,2024-03-24,5014.91,1002.98,GBP,Dr
525208347,IN426836,Global Tech Solutions,V_GL001,2024-10-24,2024-10-25,2024-12-20,2025-01-18,-1628.44,-325.69,EUR,Cr
794365711,IN461835,Blue Banana Inc.,V_BL001,2024-05-14,2024-05-19,2024-05-07,2024-06-04,2143.04,428.61,EUR,Dr
207733050,IN586226,Global Tech Solutions,V_GL001,2024-11-27,2024-12-02,2025-01-03,2025-01-08,3944.46,788.89,GBP,Dr
739200210,IN141210,Purple Plumbers Limited,V_PU001,2024-04-02,2024-04-17,2024-05-21,,-6156.77,-1231.35,GBP,Cr
310876688,IN371513,Purple Plumbers Limited,V_PU001,2024-01-19,2024-01-20,2024-02-05,2024-02-29,2505.39,501.08,GBP,Dr
190734227,IN579095,Global Tech Solutions,V_GL001,2024-04-24,2024-05-08,2024-06-21,2024-07-12,9895.48,1979.1,EUR,Dr
172994475,IN370346,Purple Plumbers Limited,V_PU001,2024-05-08,2024-05-20,2024-06-05,2024-06-23,4358.63,871.73,EUR,Dr
317003881,IN812111,Artic Apples Co.,V_AR001,2024-01-19,2024-01-26,2024-02-12,2024-03-06,3538.83,707.77,GBP,Dr
364001383,IN991874,Global Tech Solutions,V_GL001,2024-11-29,2024-12-09,2025-01-26,,5390.85,1078.17,USD,Dr
350732324,IN706833,Global Tech Solutions,V_GL001,2024-08-10,2024-08-17,2024-08-25,,8184.37,1636.87,USD,Dr
467536554,IN671123,Blue Banana Inc.,V_BL001,2024-04-16,2024-04-18,2024-05-25,2024-06-14,53174.05906322675,10634.81,USD,Dr
486319790,IN551510,Purple Plumbers Limited,V_PU001,2024-11-05,2024-11-12,2024-11-26,,7382.99,1476.6,EUR,Dr
520764507,IN352095,Blue Banana Inc.,V_BL001,2024-07-19,2024-08-03,2024-09-08,,-4880.07,-976.01,EUR,Cr
931481163,IN339117,Blue Banana Inc.,V_BL001,2024-12-03,2024-12-06,2025-01-18,2025-02-08,1833.33,366.67,GBP,Dr
150563445,IN457806,Purple Plumbers Limited,V_PU001,2024-08-25,2024-09-01,2024-10-04,2024-10-13,5462.38,1092.48,EUR,Dr
159185007,IN223213,Purple Plumbers Limited,V_PU001,2024-10-05,2024-10-18,2024-11-08,,1633.34,326.67,EUR,Dr
523329197,IN109563,Purple Plumbers Limited,V_PU001,2024-02-19,2024-02-29,2024-03-23,2024-04-09,5504.37,1100.87,USD,Dr
863366333,IN999651,Artic Apples Co.,V_AR001,2024-04-15,2024-04-23,2024-05-31,2024-06-22,4465.14,893.03,GBP,Dr
341298193,IN533523,Blue Banana Inc.,V_BL001,2024-04-17,2024-04-23,2024-06-16,,-7275.97,-1455.19,EUR,Cr
988495423,IN982553,Artic Apples Co.,V_AR001,2024-10-12,2024-10-12,2024-12-02,2024-12-26,3384.25,676.85,EUR,Dr
512757978,IN953658,Artic Apples Co.,V_AR001,2024-03-08,2024-03-08,2024-03-26,,6518.24,1303.65,USD,Dr
742207632,IN215349,Global Tech Solutions,V_GL001,2023-12-23,2024-01-01,2024-02-14,2024-03-11,3966.21,793.24,GBP,Dr
377228718,IN975499,Blue Banana Inc.,V_BL001,2024-11-26,2024-12-11,2025-01-09,2025-01-31,-1779.62,-355.92,EUR,Cr
256962274,IN309876,Global Tech Solutions,V_GL001,2024-08-18,2024-08-26,2024-09-30,2024-10-09,6626.45,1325.29,USD,Dr
723406044,IN343483,Blue Banana Inc.,V_BL001,2023-12-26,2023-12-26,2024-01-30,2024-02-25,5989.42,1197.88,USD,Dr
789929436,IN653432,Purple Plumbers Limited,V_PU001,2024-05-31,2024-06-14,2024-07-28,,3055.62,611.12,GBP,Dr
622320069,IN495437,Global Tech Solutions,V_GL001,2024-03-31,2024-04-09,2024-04-21,,2155.7,431.14,GBP,Dr
187876220,IN429480,Global Tech Solutions,V_GL001,2024-11-08,2024-11-19,2024-12-23,2025-01-18,810.76,162.15,USD,Dr
512908146,IN222054,Purple Plumbers Limited,V_PU001,2024-01-17,2024-01-22,2024-02-02,2024-02-08,5864.71,1172.94,USD,Dr
254545249,IN732568,Purple Plumbers Limited,V_PU001,2024-07-17,2024-07-26,2024-09-02,2024-09-11,9193.32,1838.66,GBP,Dr
572011009,IN983520,Blue Banana Inc.,V_BL001,2024-06-12,2024-06-24,2024-07-10,2024-08-04,8020.74,1604.15,GBP,Dr
878046272,IN501807,Purple Plumbers Limited,V_PU001,2023-12-31,2024-01-10,2024-02-19,2024-02-21,5715.43,1143.09,USD,Dr
834181560,IN405880,Global Tech Solutions,V_GL001,2024-05-28,2024-06-07,2024-06-13,2024-07-04,7657.04,1531.41,AUD,Dr
205036821,IN242768,Global Tech Solutions,V_GL001,2024-07-26,2024-07-30,2024-09-17,2024-10-12,3234.18,646.84,EUR,Dr
551987542,IN273791,Blue Banana Inc.,V_BL001,2024-07-02,2024-07-04,2024-08-16,2024-08-22,6171.0,1234.2,EUR,Dr
721715392,IN563162,Blue Banana Inc.,V_BL001,2024-03-02,2024-03-14,2024-04-19,2024-04-22,8962.02,1792.4,USD,Dr
491746098,IN328893,Purple Plumbers Limited,V_PU001,2024-11-22,2024-11-22,2025-01-03,2025-01-08,98.68,19.74,USD,Dr
213671080,IN975916,Blue Banana Inc.,V_BL001,2024-11-11,2024-11-15,2024-12-19,2025-01-14,2621.56,524.31,EUR,Dr
923650922,IN747766,Artic Apples Co.,V_AR001,2024-05-21,2024-05-25,2024-07-15,2024-07-26,1421.01,284.2,USD,Dr
885227947,IN520334,Purple Plumbers Limited,V_PU001,2024-06-09,2024-06-23,2024-06-27,2024-07-24,6515.29,1303.06,USD,Dr
837823846,IN927387,Global Tech Solutions,V_GL001,2024-07-06,2024-07-10,2024-07-23,2024-07-27,3415.87,683.17,EUR,Dr
430442394,IN941795,Blue Banana Inc.,V_BL001,2024-07-02,2024-07-11,2024-07-19,2024-08-11,8051.32,1610.26,GBP,Dr
854029671,IN824392,Blue Banana Inc.,V_BL001,2024-01-29,2024-02-13,2024-03-15,2024-04-08,5403.07,1080.61,EUR,Dr
898688082,IN667292,Global Tech Solutions,V_GL001,2023-12-21,2024-01-05,2024-01-07,,4979.39,995.88,GBP,Dr
386278032,IN176168,Artic Apples Co.,V_AR001,2024-01-18,2024-01-21,2024-02-08,,4242.17,848.43,USD,Dr
152796660,IN894317,Artic Apples Co.,V_AR001,2024-04-03,2024-04-06,2024-04-23,2024-05-13,1192.85,238.57,EUR,Dr
856401246,IN577508,Global Tech Solutions,V_GL001,2024-04-28,2024-05-13,2024-06-11,2024-06-19,3326.36,665.27,GBP,Dr
700160011,IN612139,Global Tech Solutions,V_GL001,2023-12-25,2023-12-27,2024-01-10,2024-01-24,-2881.89,-576.38,EUR,Cr
814766708,IN934700,Purple Plumbers Limited,V_PU001,2024-05-11,2024-05-13,2024-06-01,2024-06-16,3302.23,660.45,USD,Dr
547558279,IN483624,Global Tech Solutions,V_GL001,2024-07-24,2024-08-08,2024-09-17,2024-10-03,2681.59,536.32,GBP,Dr
924509777,IN462677,Artic Apples Co.,V_AR001,2024-03-26,2024-04-08,2024-04-24,2024-05-11,3954.07,790.81,USD,Dr
796231872,IN767689,Artic Apples Co.,V_AR001,2024-05-29,2024-06-04,2024-07-12,,4333.71,866.74,GBP,Dr
316416250,IN626604,Artic Apples Co.,V_AR001,2024-05-08,2024-05-08,2024-05-04,2024-07-14,8577.24,1715.45,GBP,Dr
732042487,IN391037,Global Tech Solutions,V_GL001,2024-03-03,2024-03-12,2024-04-21,2024-05-18,12506.295767188372,2501.26,GBP,Dr
677845545,IN569305,Purple Plumbers Limited,V_PU001,2024-07-14,2024-07-16,2024-09-01,2024-09-30,8831.54,1766.31,GBP,Dr
979614963,IN629988,Global Tech Solutions,V_GL001,2024-06-20,2024-06-28,2024-07-22,2024-08-08,7647.9,1529.58,GBP,Dr
843132027,IN941061,Blue Banana Inc.,V_BL001,2024-05-15,2024-05-26,2024-06-22,2024-06-23,7881.99,1576.4,GBP,Dr
616357945,IN542454,Artic Apples Co.,V_AR001,2024-11-21,2024-12-03,2025-01-06,,7087.4,1417.48,GBP,Dr
410774086,IN452885,Global Tech Solutions,V_GL001,2024-04-22,2024-04-26,2024-05-25,2024-06-19,1816.87,363.37,GBP,Dr
607674317,IN642710,Artic Appes Co.,V_AR001,2024-03-26,2024-04-03,2024-05-13,2024-05-30,4135.73,827.15,USD,Dr
973439715,IN414617,Global Tech Solutions,V_GL001,2024-04-16,2024-04-21,2024-06-11,2024-06-28,7512.13,1502.43,USD,Dr
995257792,IN522827,Global Tech Solutions,V_GL001,2023-12-30,2024-01-12,2024-02-01,,2648.12,529.62,EUR,Dr
463836018,IN459564,Global Tech Solutions,V_GL001,2024-05-14,2024-05-20,2024-06-26,2024-07-24,827.46,165.49,USD,Dr
811025284,IN297884,Purple Plumbers Limited,V_PU001,2024-07-20,2024-07-29,2024-08-24,2024-08-27,4000.99,800.2,USD,Dr
670928418,IN550289,Artic Apples Co.,V_AR001,2024-11-27,2024-11-30,2025-01-16,2025-01-31,5059.0,1011.8,GBP,Dr
421687633,IN472833,Global Tech Solutions,V_GL001,2024-09-12,2024-09-18,2024-10-25,,2389.96,477.99,GBP,Dr
476569241,IN519497,Global Tech Solutions,V_GL001,2023-12-23,2023-12-23,2024-01-19,2024-02-13,9640.69,1928.14,USD,Dr
897580994,IN960129,Artic Apples Co.,V_AR001,2024-10-24,2024-10-30,2024-12-02,2024-12-31,144.81,28.96,EUR,Dr
554660687,IN607042,Global Tech Solutions,V_GL001,2024-07-14,2024-07-24,2024-09-09,2024-09-10,986.12,197.22,USD,Dr
163646708,IN830541,Blue Banana Inc.,V_BL001,2024-08-10,2024-08-15,2024-09-09,2024-10-07,918.21,183.64,USD,Dr
197658912,IN912931,Artic Apples Co.,V_AR001,2024-02-05,2024-02-13,2024-04-02,2024-05-02,4645.05,929.01,GBP,Dr
962679706,IN919637,Global Tech Solutions,V_GL001,2024-03-27,2024-04-11,2024-05-01,2024-05-06,7718.2,1543.64,EUR,Dr
575952379,IN318534,Purple Plumbers Limited,V_PU001,2024-10-11,2024-10-14,2024-10-27,2024-10-28,246.48,49.3,USD,Dr
191307195,IN966153,Global Tech Solutions,V_GL001,2024-06-29,2024-07-14,2024-07-20,2024-07-31,-1147.74,-229.55,GBP,Cr
147296200,IN662006,Blue Banana Inc.,V_BL001,2024-02-10,2024-02-23,2024-03-05,2024-03-17,-3855.87,-771.17,GBP,Cr
345578945,IN224986,Blue Banana Inc.,V_BL001,2024-07-02,2024-07-12,2024-08-13,2024-08-17,7233.06,1446.61,EUR,Dr
474014275,IN106389,Artic Apples Co.,V_AR001,2024-08-30,2024-09-09,2024-09-16,2024-10-09,7835.25,1567.05,EUR,Dr
500315020,IN737430,Artic Apples Co.,V_AR001,2024-09-17,2024-09-29,2024-10-10,2024-10-25,908.11,181.62,GBP,Dr
922306204,IN993688,Purple Plumbers Limited,V_PU001,2024-11-16,2024-11-30,2025-01-12,,4583.5,916.7,USD,Dr
236906311,IN752667,Global Tech Solutions,V_GL001,2023-12-31,2024-01-11,2024-01-30,2024-02-19,707.46,141.49,GBP,Dr
585027195,IN585514,Artic Apples Co.,V_AR001,2024-03-29,2024-04-03,2024-05-24,,4079.78,815.96,USD,Dr
186009746,IN446958,Artic Apples Co.,V_AR001,2024-04-04,2024-04-16,2024-05-20,2024-05-26,8661.8,1732.36,EUR,Dr
708243734,IN497251,Global Tech Solutions,V_GL001,2024-09-04,2024-09-05,2024-10-20,2024-10-31,6520.49,1304.1,EUR,Dr
727500203,IN120951,Blue Banana Inc.,V_BL001,2024-11-15,2024-11-19,2024-12-18,2024-12-18,774.09,154.82,GBP,Dr
685043470,IN296151,Artic Apples Co.,V_AR001,2024-02-03,2024-02-14,2024-03-29,2024-04-25,9049.37,1809.87,USD,Dr
437238193,IN723446,Global Tech Solutions,V_GL001,2024-03-09,2024-03-12,2024-04-22,2024-05-08,2393.72,478.74,USD,Dr
467866658,IN880037,Purple Plumbers Limited,V_PU001,2024-10-20,2024-10-24,2024-11-28,2024-12-24,2311.78,462.36,USD,Dr
495989850,IN313635,Global Tech Solutions,V_GL001,2023-12-22,2023-12-29,2024-01-29,2024-02-21,482.76,96.55,USD,Dr
183910610,IN138844,Global Tech Solutions,V_GL001,2024-07-13,2024-07-19,2024-09-04,,61299.79902147807,12259.96,GBP,Dr
202192823,IN234583,Purple Plumbers Limited,V_PU001,2024-09-25,2024-10-05,2024-11-12,2024-11-25,4557.68,911.54,USD,Dr
993209533,IN489817,Blue Banana Inc.,V_BL001,2024-02-11,2024-02-17,2024-03-08,2024-03-31,930.08,186.02,GBP,Dr
651345794,IN433874,Artic Apples Co.,V_AR001,2024-02-05,2024-02-18,2024-03-15,,9536.44,1907.29,GBP,Dr
418742214,IN130115,Global Tech Solutions,V_GL001,2024-06-19,2024-06-24,2024-08-07,,3204.51,640.9,GBP,Dr
347425289,IN962137,Artic Apples Co.,V_AR001,2024-04-15,2024-04-22,2024-06-10,2024-07-03,5861.15,1172.23,USD,Dr
486684694,IN138598,Artic Apples Co.,V_AR001,2024-06-30,2024-06-30,2024-08-12,,-6991.02,-1398.2,USD,Cr
128973684,IN802861,Global Tech Solutions,V_GL001,2024-02-29,2024-03-08,2024-04-20,2024-05-07,5332.58,1066.52,EUR,Dr
435832049,IN133663,Global Tech Solutions,V_GL001,2024-04-24,2024-05-06,2024-06-02,,-2368.32,-473.66,EUR,Cr
654896683,IN482749,Blue Banana Inc.,V_BL001,2024-10-02,2024-10-03,2024-10-20,2024-11-07,6187.31,1237.46,EUR,Dr
542747730,IN508831,Global Tech Solutions,V_GL001,2024-10-31,2024-11-05,2024-11-23,2024-12-12,2841.32,568.26,EUR,Dr
487473955,IN857787,Blue Banana Inc.,V_BL001,2024-03-22,2024-03-28,2024-04-27,,8908.8,1781.76,GBP,Dr
334118752,IN960076,Purple Plumbers Limited,V_PU001,2024-03-26,2024-04-08,2024-04-29,,2197.13,439.43,EUR,Dr
295114430,IN633388,Blue Banana Inc.,V_BL001,2024-07-12,2024-07-18,2024-08-11,2024-08-24,-5856.63,-1171.33,EUR,Cr
389167757,IN732964,Purple Plumbers Limited,V_PU001,2024-09-23,2024-09-30,2024-11-04,2024-11-15,207.24,41.45,USD,Dr
917131626,IN221373,Artic Apples Co.,V_AR001,2023-12-09,2023-12-14,2024-01-10,2024-01-12,6670.22,1334.04,USD,Dr
338102065,IN376719,Global Tech Solutions,V_GL001,2024-06-21,2024-06-27,2024-08-13,2024-08-26,7241.59,1448.32,EUR,Dr
324926762,IN821807,Purple Plumbers Limited,V_PU001,2024-07-15,2024-07-25,2024-09-07,2024-10-03,3999.57,799.91,USD,Dr
108093009,IN323742,Blue Banana Inc.,V_BL001,2024-09-23,2024-09-30,2024-11-19,2024-11-24,2366.23,473.25,EUR,Dr
101920382,IN118019,Purple Plumbers Limited,V_PU001,2024-09-22,2024-09-26,2024-10-25,2024-11-21,8068.34,1613.67,EUR,Dr
700277988,IN104765,Artic Apples Co.,V_AR001,2024-11-22,2024-12-03,2024-12-12,2024-12-30,7370.68,1474.14,EUR,Dr
937176221,IN830457,Artic Apples Co.,V_AR001,2024-02-18,2024-03-03,2024-04-05,2024-04-16,3852.43,770.49,EUR,Dr
829621921,IN585448,Purple Plumbers Limited,V_PU001,2024-06-26,2024-07-09,2024-07-25,2024-07-28,375.96,75.19,USD,Dr
